Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y,Norm_Symbol
SUPT16H,15765133.827482993,8628029.604807286,8628029.604807286,17192158.43264863,17192158.43264863,17192158.43264863,17192158.43264863,SUPT16H
SUPT4H1,9929498.810042452,9929498.810042452,9929498.810042452,10326376.535907667,10326376.535907667,10326376.535907667,10326376.535907667,SUPT4H1
SUPT5H,20522535.82919026,9639545.664102145,9639545.664102145,10436701.50498541,10436701.50498541,10436701.50498541,10436701.50498541,SUPT5H
SUPT6H,9793568.409931336,9793568.409931336,9793568.409931336,10456910.730250798,10456910.730250798,10456910.730250798,10456910.730250798,SUPT6H
SUPV3L1,9159921.01478826,9159921.01478826,9159921.01478826,17643201.55470767,17643201.55470767,17643201.55470767,17643201.55470767,SUPV3L1
SURF4,83669923.084363,65401033.66291586,56759169.63901101,325820207.25556725,48813788.07178497,48813788.07178497,48813788.07178497,SURF4
SV2A,6613037172.184564,10197955494.373491,6964846420.770491,7363465622.702876,6614840228.175821,7068433076.8267765,4255507162.3148413,SV2A
SV2B,2306011640.041843,4116804036.600103,3968720845.589292,3398270221.032234,3136414971.721228,3627581577.6066494,2090114713.453978,SV2B
SV2C,9589876.003360016,43910825.02632962,9589876.003360016,12808305.974788893,12808305.974788893,12808305.974788893,12808305.974788893,SV2C
SVIP,24471921.383510794,24471921.383510794,1342597469.4987702,223739945.77987158,168323061.11353472,225598509.65913805,101572268.30612849,SVIP
SVOP,9638400.65584192,65398461.52125821,60965296.61229286,13146651.97753228,13146651.97753228,13146651.97753228,13146651.97753228,SVOP
SWAP70,9604483.542343896,49057839.82456455,9604483.542343896,10101115.59711478,10101115.59711478,10101115.59711478,10101115.59711478,SWAP70
SYAP1,30185190.47575811,92490911.63862404,69893667.04662775,14245247.487963155,14245247.487963155,14245247.487963155,14245247.487963155,SYAP1
SYMPK,9760095.020276984,9760095.020276984,9760095.020276984,10354645.892279293,10354645.892279293,10354645.892279293,10354645.892279293,SYMPK
SYN1,60558790317.75121,97557224825.05432,74924796784.51746,74068321910.26973,54485382137.22472,72411279085.1636,51302600049.564,SYN1
SYN2,29481886058.501804,58860999819.405785,48167176349.38679,45168169681.184204,28643931521.757412,38888658247.597916,17116247979.572945,SYN2
SYN3,1527974453.1585553,2382565452.125086,1542908151.4517698,1403917961.2871428,359593305.55403566,1701295737.4732597,846549951.9528836,SYN3
SYNCRIP,2585442480.3739057,1940813130.3399496,1969275777.8501792,2010845585.7604263,1566669684.548538,1481867538.6090982,1170259501.4697578,SYNCRIP
SYNE1,489797496.34582347,745912379.9124733,636353545.2614423,535522776.51736814,696645386.399703,631771337.73393,641182319.5793145,SYNE1
SYNE2,234468196.62995616,373681745.4898132,445951856.87513787,173095886.6992324,145637272.68255296,14563694.230377976,14563694.230377976,SYNE2
SYNGAP1,5402250113.589399,6218609673.559058,4588514349.538189,6798365790.919121,3551283152.954383,5766939167.711528,2649390661.557412,SYNGAP1
SYNGR1,941179811.9373707,1583778685.3835418,1495120350.0504856,1870442844.445182,2207101313.8988814,2227426730.198466,1581317118.858026,SYNGR1
SYNGR3,1550080726.006048,2361036481.3825426,2322505987.5364947,2521503314.077032,2399884255.826861,3546877349.5659328,1951612682.9500685,SYNGR3
SYNJ1,10862039154.12368,12350604492.962658,12553724646.488155,10912502085.19548,9059851856.40022,11019334578.825134,5609686422.751155,SYNJ1
SYNJ2BP,9435544.23069573,9435544.23069573,9435544.23069573,11226002.228591058,11226002.228591058,11226002.228591058,11226002.228591058,SYNJ2BP
SYNPO,1036657307.5710317,1415144107.9716525,1745421532.2415135,3112375455.731952,1022223432.0376512,1376627026.3517025,925570535.7430398,SYNPO
SYNPR,237093144.59651223,358751008.08103365,261562450.87082797,221328888.13052756,26693251.70038465,515225983.70672655,26693251.70038465,SYNPR
SYNRG,18241320.738770746,9832566.718949627,9832566.718949627,12352508.465641512,12352508.465641512,12352508.465641512,12352508.465641512,SYNRG
SYP,15757193001.858156,23083057515.8423,24269840936.8469,9177615460.003038,8391318134.054592,12062508078.29054,7249667767.575595,SYP
SYPL1,9460304.231688572,9460304.231688572,9460304.231688572,13138547.787014132,13138547.787014132,13138547.787014132,13138547.787014132,SYPL1
SYT1,24019821520.51001,36622466355.81157,30193948252.245773,22276688348.410686,17914535422.791664,21512718222.973545,17299986793.647583,SYT1
SYT11,58048411.79677458,9825965.88807057,9825965.88807057,10380524.263378937,10380524.263378937,10380524.263378937,10380524.263378937,SYT11
SYT12,128630682.00774816,465013006.65310305,429822521.13395286,388528366.0672255,155626479.14781073,373908333.65387166,285772509.05628586,SYT12
SYT17,160773639.58142152,173475694.20486522,124954184.82261322,482542885.2021296,197211042.966036,330487039.41996807,227546593.15453818,SYT17
SYT2,62581813.72951899,7814539.378788735,302206011.36036944,181160713.2165208,20074396.12660986,20074396.12660986,20074396.12660986,SYT2
SYT3,229771268.545996,154452879.47749075,101370906.11478332,33817657.29319664,33817657.29319664,33817657.29319664,33817657.29319664,SYT3
SYT5,203680135.0413757,240712965.24049595,123931714.88007252,25574502.173212856,25574502.173212856,25574502.173212856,25574502.173212856,SYT5
SYT6,17573671.162560724,9537703.606932664,9537703.606932664,13348953.422137056,13348953.422137056,13348953.422137056,13348953.422137056,SYT6
SYT7,1075125144.6369758,1562772236.3443446,1379563535.772705,1138771663.2635345,1170519238.2353473,1382755472.6845605,1010665244.9202684,SYT7
SYT9,9778454.928011747,9778454.928011747,9778454.928011747,9673376.758583652,9673376.758583652,9673376.758583652,9673376.758583652,SYT9
TAB1,33465079.27997763,71667270.7204611,80340721.59331441,22354583.622991964,11427421954.913187,22354583.622991964,22354583.622991964,TAB1
TACC1,95438767.2906899,53417865.97256963,162895000.29656228,28506735.79245175,161362427.28369033,122890199.31346028,28506735.79245175,TACC1
TACO1,327295859.8448696,145593593.33200586,295862384.4856769,39654972.45996316,39654972.45996316,39654972.45996316,39654972.45996316,TACO1
TAF15,94575343.27439111,70586493.76982883,81775519.41092288,34753081.77778356,34753081.77778356,34753081.77778356,34753081.77778356,TAF15
TAGLN,697031238.6725298,1562178185.2983422,307414571.7974887,1129757143.308925,267225691.27348745,976076406.8803653,44894656105.60253,TAGLN
TAGLN2,2174711575.601258,2174782774.563671,1020699065.6098816,1989060259.1527407,1246707800.7466602,1945894246.613227,5355491630.0456505,TAGLN2
TAGLN3,7450187644.2538,10317555568.79033,10575142439.056463,7798549657.83637,7423364941.26545,7390538790.414307,4881209134.256445,TAGLN3
TALDO1,6823609720.548278,5551137984.330521,10203162355.04146,3590761558.30246,3251029973.6751084,3782145915.0731783,2376195410.344382,TALDO1
TAMM41,118544351.69598624,95309257.78097624,132127756.40012904,32660564.94052537,32660564.94052537,32660564.94052537,32660564.94052537,TAMM41
TANC1,10093012.92950213,10093012.92950213,10093012.92950213,9902629.16190293,9902629.16190293,9902629.16190293,9902629.16190293,TANC1
TANC2,762233992.3857527,763774020.2939959,651961238.5137166,626587285.6782317,280740738.30171984,663482534.9700763,398830558.8035878,TANC2
TANGO2,23109957.9231746,9362975.532928072,9362975.532928072,14129060.709444828,14129060.709444828,14129060.709444828,14129060.709444828,TANGO2
TAOK2,20907282.11088564,41583708.4346934,34637619.91381414,81623211.99341609,11838297.109525375,11838297.109525375,11838297.109525375,TAOK2
TAOK3,9804658.28497281,9804658.28497281,9804658.28497281,10364427.34098409,10364427.34098409,10364427.34098409,10364427.34098409,TAOK3
TARDBP,456473165.94159687,469404240.81770325,397753021.3941976,384887379.0890749,358009509.343806,420591606.9101048,265599181.54413748,TARDBP
TARS,1149369696.2735262,878015539.2850758,784929521.0078384,1080175032.39025,666368576.1234651,956356718.9939387,488374632.0186292,TARS
TARSL2,144993031.3365243,48064210.38820864,228777923.0223696,38155578.056857176,38155578.056857176,120599199.72161798,38155578.056857176,TARSL2
TATDN1,9952377.091525314,9952377.091525314,9952377.091525314,13117853.922913564,13117853.922913564,13117853.922913564,13117853.922913564,TATDN1
TAX1BP3,10771136.62068526,10771136.62068526,10771136.62068526,10453059.421623344,94369033.35779488,10453059.421623344,10453059.421623344,TAX1BP3
TAZ,321284417.0178051,5323228.117606425,5323228.117606425,94245832.44919364,94245832.44919364,94245832.44919364,94245832.44919364,TAZ
TBC1D1,8487840.40448714,8487840.40448714,8487840.40448714,16446640.489757873,16446640.489757873,16446640.489757873,16446640.489757873,TBC1D1
TBC1D10B,346039623.4027167,649487956.9020482,361196002.0358504,239860781.58880043,309913527.5062905,317758439.7075665,130731862.17042305,TBC1D10B
TBC1D13,137959749.4437192,151724099.96031412,185998269.1890725,155589279.29148915,137207265.070226,200551594.4902223,89169304.03632097,TBC1D13
TBC1D15,29226842.93991073,41847921.32142524,45263259.47084299,29946706.003049944,29946706.003049944,29946706.003049944,29946706.003049944,TBC1D15
TBC1D17,241307504.1204301,83825919.46659988,87681034.34438914,51518652.53816926,444066801.84015256,51518652.53816926,51518652.53816926,TBC1D17
TBC1D22B,67125224.8700345,57770574.99107791,69003163.04897164,16725677.069413286,16725677.069413286,16725677.069413286,16725677.069413286,TBC1D22B
TBC1D24,1865031583.949007,2509481883.7178745,1947775092.4112887,1144284592.7245176,1312592085.272002,1332565616.4961882,262378311.68467644,TBC1D24
TBC1D4,10012317.263905743,10012317.263905743,10012317.263905743,9501087.007046463,9501087.007046463,9501087.007046463,9501087.007046463,TBC1D4
TBC1D7,10134382.424044382,10134382.424044382,10134382.424044382,10357779.398189897,10357779.398189897,10357779.398189897,10357779.398189897,TBC1D7
TBC1D9B,113833200.26024188,199299366.80337447,145260263.5568774,159144209.96309578,149964088.99533296,134171808.75823437,41662158.65152827,TBC1D9B
TBCA,2758223982.497837,2647951577.5369787,2261417083.754005,1899895594.495395,2007776688.4807234,2126380239.4564352,1075855354.8096793,TBCA
TBCB,2570399024.659417,1775845040.3366609,2529606060.592707,1873301943.9752734,1878240802.787069,1829541813.6033895,1448911680.3947062,TBCB
TBCC,208303792.12220943,146467801.50205606,218689946.68256524,30458123.177566696,187050374.09038708,30458123.177566696,139780521.13697723,TBCC
TBCD,1863471093.9818282,1572677106.8713212,1472906002.6893597,744259999.8111699,1069025169.7232084,1058343032.9607239,425956827.0319404,TBCD
TBCE,126898560.11617383,65815730.61099212,61796230.33981776,245387502.789536,37344115.78565414,256842209.14280015,37344115.78565414,TBCE
TBCEL,10857855.36947404,10857855.36947404,10857855.36947404,10318766.664973933,10318766.664973933,10318766.664973933,10318766.664973933,TBCEL
TBCK,79174073.12950577,87725125.98645751,73852750.89275332,29016951.51782536,29016951.51782536,29016951.51782536,29016951.51782536,TBCK
TBK1;IKBKE,191307280.7190961,159571728.35473338,188461784.18182704,30200604.461746827,30200604.461746827,30200604.461746827,30200604.461746827,TBK1
TBL1XR1,20964834.190665714,9608192.768453656,9608192.768453656,10721686.174373414,10721686.174373414,10721686.174373414,10721686.174373414,TBL1XR1
TBPL1,10001895.508795165,10001895.508795165,10001895.508795165,10407393.768432874,10407393.768432874,10407393.768432874,10407393.768432874,TBPL1
TBRG4,52036547.74573035,38926105.92457943,58800363.95160157,44147670.05313025,44147670.05313025,44147670.05313025,44147670.05313025,TBRG4
TCEA1,9953706.97967467,9953706.97967467,9953706.97967467,11509164.42684744,11509164.42684744,11509164.42684744,11509164.42684744,TCEA1
TCEAL2,10113519.46114259,10113519.46114259,10113519.46114259,11198802.302046634,11198802.302046634,11198802.302046634,11198802.302046634,TCEAL2
TCEAL3,9362012.375952885,9362012.375952885,9362012.375952885,13022185.171805473,13022185.171805473,13022185.171805473,13022185.171805473,TCEAL3
TCEAL5,202678760.86859012,247644240.7949772,205063105.313553,453416621.0860957,38814150.76067008,493151936.224516,38814150.76067008,TCEAL5
TCEAL6,9448672.558972593,69979099.72140917,9448672.558972593,12724463.983740058,12724463.983740058,12724463.983740058,12724463.983740058,TCEAL6
TCEB1,2084119788.046989,2217907915.626779,2000061106.6420426,1489062292.034559,831442262.3637847,1198679916.7108927,1023623606.2655543,TCEB1
TCEB2,3102980087.637937,2495408185.301911,3499932811.15212,1576694934.3090453,1967061308.3672712,2105353694.2145452,1578980502.1192558,TCEB2
TCERG1,9611998.954643317,9611998.954643317,9611998.954643317,12658323.542454993,12658323.542454993,12658323.542454993,12658323.542454993,TCERG1
TCF25,60143068.93776541,53525986.87986117,21539825.999038428,32616136.74859572,32616136.74859572,32616136.74859572,32616136.74859572,TCF25
TCOF1,9925563.418639347,9925563.418639347,9925563.418639347,10210954.754374666,10210954.754374666,10210954.754374666,10210954.754374666,TCOF1
TCP1,10099811012.561262,8883998885.621052,8811378323.094584,7926922682.517688,7140089779.006809,8054528934.859498,4976873873.853764,TCP1
TCP11L1,141950361.78900734,230561667.36944008,193104104.6915393,35393339.0473984,35393339.0473984,35393339.0473984,35393339.0473984,TCP11L1
TDRKH,88519917.79641916,110367303.30334009,4716500.066521189,301997959.65064466,32444194.1494328,32444194.1494328,32444194.1494328,TDRKH
TECPR1,308537405.92121905,268197441.4791689,231870472.70651957,261322142.0911536,118404524.0743529,33804001.66310336,33804001.66310336,TECPR1
TECPR2,64959438.99799447,10279920.18409619,10279920.18409619,10958981.818099577,10958981.818099577,10958981.818099577,10958981.818099577,TECPR2
TECR,548489000.0250268,490693975.2073972,539163576.3644878,546349519.0442054,306207750.47443736,479590046.3975006,61148840.61418211,TECR
TENM2,26511217.92963125,9664718.20525576,9664718.20525576,9772114.480522383,9772114.480522383,9772114.480522383,9772114.480522383,TENM2
TENM4,91924370.04631075,94088954.42308895,8947885.998819878,12550584.065095892,12550584.065095892,12550584.065095892,12550584.065095892,TENM4
TERF2,9827255.292423943,9827255.292423943,9827255.292423943,11786125.68723946,11786125.68723946,11786125.68723946,11786125.68723946,TERF2
