Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y,Norm_Symbol
CKMT1A;CKMT1B,43745004792.89017,48084728362.77923,52502162374.99176,42383696013.95323,39441471488.779236,43155031862.77692,38355330895.266014,CKMT1A
CLASP1,354186104.73617285,403471773.320169,438123951.42282116,802787590.0598136,799006181.2422607,635951268.7569512,728480701.3761157,CLASP1
CLASP2,5061631445.8056,3860400923.1159267,3425828119.719682,4293944944.8959174,3708897318.7309937,3839090130.596178,3472676342.157635,CLASP2
CLCN3,104599517.38959518,78194113.90690906,83696585.73052652,142906330.26915136,30104615.72778636,172485401.32025692,189519771.06566268,CLCN3
CLCN6,66571928.75048067,61993308.35925385,62272293.01801163,28880582.56752408,808462516.2952777,782488225.2896283,28880582.56752408,CLCN6
CLDN11,782565151.9918357,1005649910.0625306,717029420.1530237,2765800084.1323104,1414045572.7430985,54773745.05024205,1438620190.2705266,CLDN11
CLDND1,27071288.27980573,96762875.4331398,116246186.57993329,127663187.58447978,87412867.55894466,113437933.3265592,11251732.032404425,CLDND1
CLEC16A,13161947.452539558,13161947.452539558,13161947.452539558,72362565.18628052,73423171.8480838,9677493.714093063,9677493.714093063,CLEC16A
CLEC2L,92608642.04995675,7126618.02416136,119156326.91789392,24759214.732029706,24759214.732029706,24759214.732029706,24759214.732029706,CLEC2L
CLEC3B,22360908.798779108,48432192.63656659,7184894.58242678,28571069.538187835,28571069.538187835,28571069.538187835,28571069.538187835,CLEC3B
CLIC1,188338275.5957325,357492844.1880123,384757918.25069433,234511560.82769752,415076572.99253035,603300631.2071153,235107676.7142716,CLIC1
CLIC4,2033976820.5893445,2909731836.0942264,3084646685.790905,2745103377.279417,2322825953.6797376,2321139826.2993283,3306764213.845277,CLIC4
CLIC6,9703023.977876684,9703023.977876684,9703023.977876684,9757880.03903353,9757880.03903353,9757880.03903353,9757880.03903353,CLIC6
CLINT1,363594912.6268235,879496647.6300018,120082478.01410468,764827032.4983755,54140561.82512335,703047311.3253539,54140561.82512335,CLINT1
CLIP1,382867682.09701633,362435295.984585,356631692.0479048,536791254.6056879,349984401.6976465,398209339.09422857,407869666.04031986,CLIP1
CLIP2,1558137157.2081587,1263172315.4235482,1475686486.9260273,2013436834.595574,1596427243.7272794,1499199001.1755755,1494599320.245684,CLIP2
CLIP3,10005008.980608206,10005008.980608206,10005008.980608206,11231582.238637764,11231582.238637764,11231582.238637764,11231582.238637764,CLIP3
CLMN,703250202.1894207,902528565.8279775,578344956.4502585,1091283633.1710477,2204025531.0452228,2066263706.6482887,210400038.08773145,CLMN
CLPB,131023195.80130506,197831707.9834872,178565036.01318508,43178244.81564977,43178244.81564977,198458779.42522216,199249787.36552384,CLPB
CLPP,39175382.88615319,135908249.00247657,9393667.05764804,13801392.524747178,13801392.524747178,13801392.524747178,13801392.524747178,CLPP
CLPTM1,222748056.3918608,211315616.41843885,139333825.2081723,397593995.2978776,354597830.84858084,326093273.29405963,154726773.09466863,CLPTM1
CLPX,10180338.32437696,10180338.32437696,10180338.32437696,9783209.535780633,9783209.535780633,9783209.535780633,9783209.535780633,CLPX
CLSTN1,1075810402.358883,763214163.5389719,485898293.49894047,1047809432.9874172,595128292.9262661,1067036761.5610547,467668799.5636979,CLSTN1
CLSTN3,61332035.19216547,54309317.58882509,7871305.3858242575,91774598.92106338,21592074.066726036,384953049.013512,21592074.066726036,CLSTN3
CLTA,4461980504.380739,3471233102.693298,3668041558.2154284,4574278836.775734,4687254974.986279,4671273381.799013,4434442068.983197,CLTA
CLTB,4532076803.620547,4712489850.98371,4615405361.260929,5385269388.69141,7036685094.015611,4947137324.030641,4794691038.14797,CLTB
CLTC,121375206319.03955,120689142798.3267,118124727948.33965,126579992818.82455,131777385416.97752,125340840087.60886,118957448883.93613,CLTC
CLTCL1,9720044.730435492,9720044.730435492,9720044.730435492,10200082.832953237,10200082.832953237,10200082.832953237,10200082.832953237,CLTCL1
CLU,2566061761.662578,2278186434.93415,3041175935.4824023,2641967006.8551497,3317936458.241986,3419820228.749837,2544177657.471672,CLU
CLUH,62386663.08969761,67400444.99993776,47325940.327976204,37590209.63359763,37590209.63359763,37590209.63359763,37590209.63359763,CLUH
CLVS1,191509187.13196158,119380454.476471,91770390.64544636,175275111.79973403,309769211.86715233,234247460.0384595,200048674.29815412,CLVS1
CLVS2,478560847.7809001,344056678.91640633,286540230.6907047,504740690.72294676,466035220.6807042,439120633.79167217,411412690.89727634,CLVS2
CLYBL,35828639.25097662,144741793.04020247,64285135.84851786,14182940.55698334,14182940.55698334,14182940.55698334,14182940.55698334,CLYBL
CMAS,632280802.0142562,482974646.95650256,420327827.29724026,724795033.2151704,914862791.482461,899991925.1341957,719674146.1396898,CMAS
CMBL,419413540.90811074,561136454.2801747,606053272.3210889,609160780.1455622,894753003.9102658,817774820.5304765,683334801.1339049,CMBL
CMC1,10691319.046507817,250075862.93688452,10691319.046507817,210982052.5159247,10604840.014517983,10604840.014517983,10604840.014517983,CMC1
CMPK1,3150954787.115272,3835235133.886557,2637345404.2212305,2868969871.338205,2983854604.0060506,2758510160.2072496,2858086787.074626,CMPK1
CMTM4,10839069.270680083,10839069.270680083,10839069.270680083,10391743.0075238,10391743.0075238,10391743.0075238,10391743.0075238,CMTM4
CMTM5,7521872.43745361,7521872.43745361,7521872.43745361,20029471.50925721,20029471.50925721,20029471.50925721,20029471.50925721,CMTM5
CNDP1,11900969.733522538,101397924.3657488,246653433.74552533,113767941.78854913,79163583.46373077,9671648.541690197,228007985.85839328,CNDP1
CNDP2,14808115808.29751,16297621851.90705,16350691884.943329,17783313758.7013,13313653808.031841,17131093751.172659,14678675547.947853,CNDP2
CNKSR2,169660131.0787564,165349468.6697959,75588459.41840985,100369686.07163665,221059217.7115993,32052867.805470593,95155929.219556,CNKSR2
CNN1,10152983.89517852,10152983.89517852,10152983.89517852,11462883.856512148,11462883.856512148,11462883.856512148,11462883.856512148,CNN1
CNN3,682031046.6166036,582455268.8268162,488103679.5720469,673858746.7130446,596220910.3305857,691332939.9332619,546005253.2774043,CNN3
CNNM1,54720814.89309672,43739968.92924832,42665498.513997,19305746.96874894,19305746.96874894,19305746.96874894,19305746.96874894,CNNM1
CNNM2,70555403.622537,42157721.47979377,43896792.19820607,81327953.56612994,24851938.04719229,106363863.17920944,104279035.4451152,CNNM2
CNOT1,54126681.76577853,50651266.56225839,44639146.63330333,38379855.59848529,38379855.59848529,38379855.59848529,38379855.59848529,CNOT1
CNOT10,10044930.253697503,16719966.328498278,10044930.253697503,11892223.175494647,11892223.175494647,11892223.175494647,11892223.175494647,CNOT10
CNP,110572747963.31372,158830671280.02206,214803446700.15573,254062016512.64096,109131602681.91702,105850030623.18332,288024375133.7737,CNP
CNPY2,213565891.3309696,85193483.55982335,156070304.57084522,54659416.08434806,54659416.08434806,54659416.08434806,54659416.08434806,CNPY2
CNPY3,93545847.14833404,80815035.938772,127173683.93428808,43841836.06479252,43841836.06479252,43841836.06479252,704326681.0640997,CNPY3
CNR1,25006336.373106305,48616401.92672979,8268345.846375522,21121063.67220112,21121063.67220112,21121063.67220112,21121063.67220112,CNR1
CNRIP1,4823164330.906428,4341677100.088688,3898730204.730925,4783901696.102643,4760106508.827272,4809344130.101953,4389225219.568936,CNRIP1
CNST,10100128.374943614,10100128.374943614,10100128.374943614,9709428.86997852,9709428.86997852,9709428.86997852,9709428.86997852,CNST
CNTFR,241118974.06571007,281685735.38892555,317796839.77809656,611589195.5783339,1042070238.4178348,773567974.3650094,65111420.66285277,CNTFR
CNTN1,56482834284.220375,48295922862.7725,47766521783.71021,47398337038.13312,44461598616.59441,45553272416.47527,50555977268.203,CNTN1
CNTN2,989159467.6250377,1397168921.9323726,1368156627.94898,1155780358.9542773,781869180.375407,774660974.0752156,1670062951.1516795,CNTN2
CNTN3,9414503.477662656,9414503.477662656,9414503.477662656,12468890.449942699,12468890.449942699,12468890.449942699,12468890.449942699,CNTN3
CNTN4,7802253.564693187,7802253.564693187,7802253.564693187,21007066.710676834,21007066.710676834,21007066.710676834,21007066.710676834,CNTN4
CNTN5,9150760.456899757,9150760.456899757,9150760.456899757,22426122.95935515,22426122.95935515,22426122.95935515,22426122.95935515,CNTN5
CNTNAP1,9492468950.420246,10950534974.48466,12271903591.901169,12562961698.09729,9435964104.27825,10251519031.937342,15791894632.026659,CNTNAP1
CNTNAP2,1274551034.3308525,1084635826.8123012,1116897347.1376364,1555841792.5634851,1650563053.2856429,1655846772.9082148,1492420955.9746506,CNTNAP2
CNTNAP4,123462897.4347858,101764734.340629,126347663.96982719,28450659.59150533,28450659.59150533,28450659.59150533,28450659.59150533,CNTNAP4
CNTNAP5,185719730.35675776,105458825.31450497,109983783.94028535,290703915.3423047,45030705.3086092,306533724.30259866,45030705.3086092,CNTNAP5
COA1,10030392.932790713,10030392.932790713,10030392.932790713,9966228.047802277,9966228.047802277,9966228.047802277,9966228.047802277,COA1
COA3,86613128.73536077,365331443.44925976,414854475.8116408,236525477.98249143,283249459.9498195,349495064.49642164,144074969.29588252,COA3
COA6,297991707.7285857,322902022.99558824,282479137.03441525,479246333.6441372,500948740.699452,486476609.83757263,391998631.53181386,COA6
COA7,65343476.23976797,9900578.293254225,9900578.293254225,11807161.643525658,594646969.0488151,11807161.643525658,11807161.643525658,COA7
COASY,591865647.8430562,536394492.8365007,697013003.1994396,698056335.7144506,591542563.8353777,973673339.0613533,410487305.10703367,COASY
COCH,10588436.025839023,10588436.025839023,10588436.025839023,10570440.557010757,10570440.557010757,10570440.557010757,10570440.557010757,COCH
COG5,10273935.464839803,10273935.464839803,10273935.464839803,9903452.677599097,9903452.677599097,9903452.677599097,9903452.677599097,COG5
COL12A1,10229973.980401557,10229973.980401557,10229973.980401557,10919940.597706588,10919940.597706588,10919940.597706588,10919940.597706588,COL12A1
COL14A1,11191156.784286557,19036689.339795653,18586911.423495274,15665889.211305045,15042292.383765245,15665889.211305045,15665889.211305045,COL14A1
COL18A1,79090587.20397487,180427172.34030882,120304753.19819348,154004167.9541295,184646453.3795021,300796788.05873054,205561639.91002083,COL18A1
COL1A1,504995966.5710676,354619695.78179914,294315425.0918325,1409424072.721882,1262664823.344384,24866552.71551116,419147469.3491718,COL1A1
COL1A2,158825722.58327872,113159927.59417258,104054268.28867143,38750681.97698412,435635851.4359141,38750681.97698412,38750681.97698412,COL1A2
COL3A1,9904468.000363223,9904468.000363223,9904468.000363223,10386254.757291552,10386254.757291552,10386254.757291552,10386254.757291552,COL3A1
COL4A1,385614989.4003306,146069815.22727227,402849869.8767341,644293787.8689287,458617131.57187754,300192141.64261967,303235297.929075,COL4A1
COL4A2,68464195.5516085,12116584.46129549,169595351.44136885,185111655.48468235,159436711.1915593,60333553.50533792,186762538.4637446,COL4A2
COL4A3BP,17470650.827854816,9340891.35545047,9340891.35545047,13535960.93762032,13535960.93762032,13535960.93762032,13535960.93762032,COL4A3BP
COL5A1,56634831.28675849,201344147.349223,9084360.565847628,10234368.62298638,10234368.62298638,10234368.62298638,10234368.62298638,COL5A1
COL6A1,134756682.72160977,141690487.62018088,56862259.94710222,166517813.63428617,297742347.52114916,65271157.04639682,239484074.5143171,COL6A1
COL6A2,11204325.862590782,11204325.862590782,11204325.862590782,10137615.409981295,10137615.409981295,10137615.409981295,10137615.409981295,COL6A2
COL6A3,36778001.27328971,321633202.928678,44999695.81712532,70414517.49613708,103039523.17922734,46973144.72526576,107403781.42959404,COL6A3
COLGALT1,71654361.79187225,58008481.25956812,56653968.35045242,12691807.855974335,12691807.855974335,12691807.855974335,12691807.855974335,COLGALT1
COMMD10,39778998.19619207,9032770.270358227,38360301.76223197,14774922.295124473,14774922.295124473,14774922.295124473,14774922.295124473,COMMD10
COMMD2,8125584.874120653,126916167.53121932,8125584.874120653,17516046.93369477,17516046.93369477,212904659.47873887,17516046.93369477,COMMD2
COMMD4,55133453.92290018,52373231.85073383,7672749.048043517,20677995.739117134,20677995.739117134,20677995.739117134,20677995.739117134,COMMD4
COMMD8,48752402.10372181,54427102.64015514,6067456.6245374875,21854342.090777773,21854342.090777773,21854342.090777773,21854342.090777773,COMMD8
COMMD9,109587141.03895506,193439899.9530406,102914115.61027303,156682723.4778155,29878737.64472407,140027183.94445696,29878737.64472407,COMMD9
COMT,1822487833.7018273,3320939752.280572,2457329065.753306,1896562596.6391823,1396056113.174651,1792368669.6440668,1833928843.835361,COMT
COMTD1,94709747.01655544,59780722.83768274,43678284.72486937,19134074.24494596,19134074.24494596,19134074.24494596,19134074.24494596,COMTD1
COPA,1269943729.9811885,924283197.5217783,1112510880.4235966,1177146160.1746356,900121863.4580648,1116496429.0949805,802894456.7117147,COPA
COPB1,1362964143.403792,1425338221.4239128,1291555563.1371396,992161386.2489179,1082757224.843484,1066223383.3310981,612676238.6964072,COPB1
COPB2,609207971.2134976,649849093.2613128,435711766.27927184,723507799.2894572,704179102.128562,517230267.16589206,567872699.0255785,COPB2
COPE,195228436.37961245,205908367.0235013,331554588.39085704,374251728.3878623,370559772.6856917,397969586.1034998,182659001.22219843,COPE
COPG1,1053382609.0684836,475815564.57778674,492102810.6292293,681265536.1298957,612062804.7665955,813696196.7690821,567771891.7024853,COPG1
COPG2,57549495.82496462,60844164.34096718,82161322.6863092,119487511.35876273,41616332.61237542,136694063.6072126,41616332.61237542,COPG2
COPS2,2738852089.467474,2606810149.900919,1914882709.543881,2031952461.9512734,2192315872.5580173,2145829199.580784,2124631678.1567926,COPS2
COPS3,1763780476.9655843,1915855582.9902165,1869908318.8255215,1422356829.8698616,1494283411.0110278,1582673452.3627892,1401184384.2497134,COPS3
COPS4,2652237760.118325,2314548418.464057,2273297758.938255,1799273043.6852007,1889319277.1597085,2205021249.1807837,2151018635.7758737,COPS4
COPS5,1618666859.7405524,1338120465.673566,1479271795.9616082,1230377421.6486545,1156820761.9857106,1340488816.8723586,1336471864.8363144,COPS5
COPS6,1966560359.6331801,1213649313.863585,959797188.6441356,2367712314.357066,2111891181.8157718,2155157557.976583,2005504523.5541067,COPS6
COPS7A,664307770.3868607,679944781.5537323,584664886.3813733,747539560.0196835,630278636.1778985,824849034.7114124,634270566.3389933,COPS7A
COPS7B,107354025.89444304,65374597.70951626,83250378.63151048,144196126.99486393,111211149.69861521,41674796.065806106,107033680.00828937,COPS7B
COPS8,874438917.9154059,1042142101.2255046,901861081.9464227,702941710.7551478,677618321.8567084,824332087.1541437,649553370.2816608,COPS8
COPZ1,149746462.50691134,133701523.62866804,148670810.5506151,158232171.1116811,22865154.644400395,207087003.0637353,22865154.644400395,COPZ1
COQ10B,132352109.16035396,128336380.0206084,101384257.91971068,375225598.5061185,334069141.25684285,301608889.63295543,331517748.5520485,COQ10B
COQ3,10951518.46633843,116959039.74723656,10951518.46633843,98089485.25742704,66008930.86234053,105854974.31227411,140016585.96182603,COQ3
COQ5,116412213.84042938,172407102.70026058,120438179.70746702,38145412.04623841,243573523.43672597,215240934.63303837,292950786.15074265,COQ5
COQ6,152924748.27821913,206503030.04648817,162451037.22738406,402641149.075442,197514872.8388771,234352710.6663112,277937151.7944336,COQ6
COQ7,55245721.54301554,85061139.88526809,75215619.49215633,42085117.679583855,42085117.679583855,42085117.679583855,42085117.679583855,COQ7
COQ9,412219957.7056125,418920162.76471823,382344391.2968735,311096466.69527817,311031981.39587766,452218850.1678512,453266794.81197596,COQ9
CORO1A,5200056993.481888,4821756830.776175,4510889870.49428,6498513920.815144,6018525013.062649,5427477002.2223215,4113842259.871117,CORO1A
CORO1B,1016705165.9657774,1100496552.7856908,928469698.9495721,1156356044.5660086,1150535164.204247,1274091212.0307233,1009514480.1400872,CORO1B
CORO1C,1552525355.2935302,1371352476.3645384,973011369.3487877,1686210025.8625646,1899154238.51842,1519330383.403747,1162719565.3488188,CORO1C
CORO2A,16510559.518068565,16510559.518068565,16510559.518068565,52799790.66589866,74791005.4355662,66810253.11349578,59607116.07449061,CORO2A
CORO2B,1732984516.54129,1985482538.6103773,1997714913.251786,2685927912.6311607,2476604036.9299073,2520543307.475623,2297966879.345129,CORO2B
CORO7;PAM16,4072954070.471689,3911159103.151521,2106156379.1436372,3382794923.642281,6060694800.288264,6462397530.985399,6499681576.448848,CORO7
COTL1,3162234287.2706203,2339674184.1316085,2956100052.1447988,2933304816.1486444,2705211266.621966,3032229155.790932,2402323637.384823,COTL1
COX17,74910645.56494015,83413161.23056644,68518064.16784108,61251312.54975942,61251312.54975942,61251312.54975942,61251312.54975942,COX17
COX20,26218147.7522957,162478232.31222165,126945361.4810069,68755193.99742688,68755193.99742688,68755193.99742688,68755193.99742688,COX20
COX4I1,13041967544.133808,11512727142.93706,12567364734.16142,15653823343.060759,15246555440.08252,13650845539.340746,11678661870.614851,COX4I1
COX5A,18283049302.849342,18318938953.39341,20718539610.539062,22305561302.204292,18311521663.30251,19362031636.4312,20103137711.910645,COX5A
COX5B,11349372561.113522,11405616217.149231,11857563667.157022,16127252795.851118,12348547641.100842,15394066325.857012,14044121984.2825,COX5B
COX6A1,1625837590.9691045,1602836893.8556795,2258790843.181365,3878820150.436652,245913133.9790229,245913133.9790229,2822114385.9466763,COX6A1
COX6B1,10208590697.667849,10976525005.560085,11306357745.683695,7797863724.750463,11842033379.315002,10590080975.76333,5055261166.903003,COX6B1
COX6C,6088668004.95357,5945288592.240881,6153508206.192244,7520241689.475544,9016792113.058157,5733900633.452,5981842918.568817,COX6C
COX7A1,9764503.285890264,9764503.285890264,9764503.285890264,209525865.7917309,11824694.066386426,11824694.066386426,11824694.066386426,COX7A1
COX7A2,8158718651.42563,9280519292.60017,9339727341.977446,8893970692.01238,6898213902.303088,7879124646.439728,7202394587.992898,COX7A2
COX7A2L,1670092089.433235,1295339010.3240554,1516149245.3710306,1490154093.6547706,858069360.9262352,1881016472.1313746,885991582.245427,COX7A2L
COX7C,534767716.29038274,745610149.5841737,1506502748.6823187,76516385.07198851,76516385.07198851,76516385.07198851,76516385.07198851,COX7C
COX8A,32423934.17443139,9641665.303448647,9641665.303448647,7956018.105923044,7956018.105923044,7956018.105923044,7956018.105923044,COX8A
CP,39756373.48866371,151872894.7400296,205188060.87258545,12178799.078648858,300692245.2922177,431448269.88468486,161010463.9412522,CP
CPD,48053555.16256506,40761050.72693046,9583193.896378273,12449879.230560945,12449879.230560945,12449879.230560945,12449879.230560945,CPD
CPE,3833448348.577479,3551608202.2707076,3507491506.951889,3297978780.2973137,3187121175.3463264,2931320331.764906,2224268552.5948906,CPE
CPEB3,86957274.1678498,97929955.05805118,128602787.51779696,290824929.107378,51108214.51775294,122407473.2025466,51108214.51775294,CPEB3
CPEB4,9707675.42014739,9707675.42014739,9707675.42014739,11430928.003464801,11430928.003464801,11430928.003464801,11430928.003464801,CPEB4
CPLX1,805491883.2589858,878286324.3949609,942443986.379128,1004561083.5784613,1364976926.0374734,876007677.8525006,983377156.8041646,CPLX1
CPLX2,8964050147.721151,6623473631.548976,4986147668.330371,7014497487.504004,9616961278.127155,5917517793.613696,8714787048.359112,CPLX2
CPLX3,9828058.934799207,9828058.934799207,9828058.934799207,9735291.23415562,9735291.23415562,9735291.23415562,9735291.23415562,CPLX3
CPM,158646339.79941827,151249830.24671468,106840610.26212624,177496520.45403808,136260946.24158835,214421260.48335704,80405271.5680519,CPM
CPNE1,277239961.777642,285274259.4186225,292657188.9047188,150073308.03222284,22497909.839111704,415501120.8802168,185822402.1255569,CPNE1
CPNE2,69892278.01276769,77610357.079943,2885620.30776236,34320001.42428881,34320001.42428881,103570636.96752918,34320001.42428881,CPNE2
CPNE3,894289671.8191652,1179826680.112667,829475636.9277289,1427803653.1460178,1265313530.3604,1336322336.6252143,1003800771.6486137,CPNE3
CPNE4,627595604.1368626,394991243.74943656,201933061.98840508,156869571.3389899,629772734.9640226,467772403.84684616,272971188.59683233,CPNE4
CPNE5,2155339197.8982964,1798872409.1680546,1923700956.826085,2240093173.122619,2291772366.870077,2218850919.1568847,2415088510.3693643,CPNE5
CPNE6,4904127435.455397,4182332768.300004,3965829237.3151054,4236021117.5520096,5056276710.6781,4280332889.28965,2769623567.6274824,CPNE6
CPNE7,657800487.6437769,565506047.220234,518121218.6024751,930416257.1329024,954585925.9377023,604865991.9854872,779684083.3072003,CPNE7
CPNE8,21215924.823573146,78736205.21140648,78232733.98125298,35843828.28444402,35843828.28444402,35843828.28444402,419412932.88156545,CPNE8
CPNE9,601327143.9891196,493691660.69790167,442753889.535937,1571008771.2572815,1598341845.9342194,1974386075.6325862,1404963069.7024205,CPNE9
CPOX,90865588.38838148,72119694.65328002,53248501.34979369,81005296.83875035,105347082.3094614,13944935.569061166,120621813.52076048,CPOX
CPPED1,520256209.0551227,601916090.6426051,536124388.3840303,685437787.5403154,360322864.3260936,469561470.38459975,674918359.3148112,CPPED1
CPQ,24700290.93366511,108395754.2080284,103642407.35257968,16590424.076711616,94723778.17573138,139502494.18755493,50459934.58809159,CPQ
CPS1,10815071.789663378,10815071.789663378,10815071.789663378,10610852.504677286,10610852.504677286,10610852.504677286,10610852.504677286,CPS1
CPSF1,10023037.619505595,10023037.619505595,10023037.619505595,9857904.98477542,9857904.98477542,9857904.98477542,9857904.98477542,CPSF1
CPSF6,84585575.9694353,51239615.1393633,2983667.053396148,33520287.610174466,33520287.610174466,33520287.610174466,33520287.610174466,CPSF6
CPSF7,81222616.12350552,5649027.98220814,63724461.43021949,138805916.27757385,22997449.01464902,22997449.01464902,22997449.01464902,CPSF7
CPT1A,412825355.72818,510944774.00197786,662312437.0474535,588857472.9781115,502675842.62964606,479733330.5520671,554510318.0572072,CPT1A
CPT1C,60501450.92801711,57166518.42927792,49114663.11493105,36631196.0835448,36631196.0835448,109578794.23317288,36631196.0835448,CPT1C
CPT2,583275099.79217,393770653.6872741,710147911.7404469,844268905.5723313,703028849.9874433,582444566.6597573,742434302.7223188,CPT2
CPTP,10021421.569261184,10021421.569261184,10021421.569261184,12598086.475545347,12598086.475545347,12598086.475545347,12598086.475545347,CPTP
CRABP1,1493179398.6566613,3277133573.804686,727779207.2908857,2121470268.5314922,2166944741.6530414,2770048354.7607613,3454194741.5776033,CRABP1
CRABP2,9825061.29586101,9825061.29586101,9825061.29586101,9922332.096348902,9922332.096348902,9922332.096348902,9922332.096348902,CRABP2
CRAT,1898131437.4053733,1691314582.6249745,1574654382.7741358,2215163282.311118,1999447572.1020405,2226626748.7574434,1736082694.898035,CRAT
CRBN,67287100.15625289,56186007.66482829,117177031.78933378,33278505.125817336,176896851.62840122,33278505.125817336,33278505.125817336,CRBN
CREBBP,8326729.36371361,8326729.36371361,8326729.36371361,68035836.81285399,68035836.81285399,68035836.81285399,68035836.81285399,CREBBP
CREG1,8961271.87842192,8961271.87842192,8961271.87842192,21253088.932080906,21253088.932080906,21253088.932080906,21253088.932080906,CREG1
CRELD1,55156934.0807444,9459892.353859147,9459892.353859147,13493875.473288247,13493875.473288247,126250688.2982093,13493875.473288247,CRELD1
CREM;CREB1,10011752.961101007,10011752.961101007,10011752.961101007,11214680.02518726,11214680.02518726,11214680.02518726,11214680.02518726,CREM
CRHBP,9755212.249131067,9755212.249131067,9755212.249131067,9857674.31002074,9857674.31002074,9857674.31002074,9857674.31002074,CRHBP
CRIP1;CRIP1,9208875.187521847,9208875.187521847,9208875.187521847,15231056.999621313,15231056.999621313,15231056.999621313,15231056.999621313,CRIP1
CRIP2,4689090029.740905,3985516234.3751187,2750010880.926009,4807500313.155475,3648376628.723919,5191685205.2192745,2895678394.90068,CRIP2
CRK,1093831839.971496,975048457.9536686,726987090.7891369,1032741019.6640273,889535954.3106865,867883193.9686646,809376076.8925049,CRK
CRKL,1197173580.3233366,1320539654.5833325,1623242376.1224296,1342993591.7899935,1266704959.1057208,1466684198.5524907,1443392953.550793,CRKL
CRMP1,77212051068.69441,71526965733.3452,61364529951.78912,76164863150.2925,59350333257.454765,52438609245.84095,45535695095.28444,CRMP1
CROCC,43197317.52467088,224597195.3389248,266334530.16827625,21279207.16064908,21279207.16064908,591577945.1182575,21279207.16064908,CROCC
CRTAC1,431498056.0923207,382599251.2728166,351373075.45593184,618297224.527367,432068692.72722983,733866510.638608,646243219.6039411,CRTAC1
CRTC1,11474636.502591295,11474636.502591295,11474636.502591295,84296702.96189882,10213962.024121383,10213962.024121383,10213962.024121383,CRTC1
CRYAB,8708675776.627499,17816976566.580856,19846760696.817898,17555911771.491974,15355031633.958824,13446978692.120049,38529465189.07195,CRYAB
CRYL1,676299992.6415162,1616173085.9289622,1695121399.0377202,2531912487.266788,2169506878.4312034,3109268773.204825,1999156288.5703878,CRYL1
CRYM,18463635062.85051,15223041446.569315,14861434468.389566,18458642230.61731,17420641556.824055,15639093462.886215,14118451497.699717,CRYM
CRYZ,2187723514.027497,3421428973.7148824,3126290277.506375,4982916180.473561,4273259536.481049,5282171112.667229,3276833844.8278627,CRYZ
CRYZL1,601997117.0683391,595275437.2479709,251091740.4927809,791070266.0543339,509603621.43712413,595558604.751317,539846960.7392484,CRYZL1
CS,29926303771.830437,30093834835.733093,27209100301.644333,32804124908.987804,30806360806.304577,28542529461.233124,31810204617.998413,CS
CSDC2,30018104.6244329,97677222.91954751,9393993.704509547,14349440.810756465,14349440.810756465,14349440.810756465,14349440.810756465,CSDC2
CSDE1,1635822811.7991426,1375346454.7510018,1280030084.2787824,1682495168.6329901,1560364209.417856,1663958303.2304206,1343143796.2789454,CSDE1
CSE1L,9714469442.230228,14088087132.259571,8282652615.435307,8782825375.920752,17088286919.654713,9155815205.537312,8967119283.04544,CSE1L
CSF1R,243669441.65173998,361904308.04181623,8751059.979644705,10867288.563240318,10867288.563240318,10867288.563240318,10867288.563240318,CSF1R
CSK,403466814.43095165,190417125.65559268,270618880.0544843,138999725.69211292,174864925.86433515,203359191.93153617,237684440.00427955,CSK
CSMD2,9716210.29084135,9716210.29084135,9716210.29084135,10531510.097803326,10531510.097803326,10531510.097803326,10531510.097803326,CSMD2
CSMD3,47508387.14256701,156634239.85764754,10864059.73325073,10547166.686093314,153157691.84053937,10547166.686093314,10547166.686093314,CSMD3
CSNK1A1,126550095.92799884,118423858.46998271,227275063.5640732,151265597.29617503,127780206.66447309,152009787.43183938,156290609.59573287,CSNK1A1
CSNK1D,243319449.74145448,237474599.49416345,177395774.2184705,47938918.34074212,47938918.34074212,220445234.1176188,47938918.34074212,CSNK1D
CSNK1G2;CSNK1G3,78292830.25985253,52260655.83257294,71504008.39416574,116695469.78490824,191747064.0772056,34663796.82480577,34663796.82480577,CSNK1G2
CSNK2A1,2679268075.915505,1741041268.2161222,2450987041.951941,2136418400.5211716,2796892175.672294,2377689350.424519,2292887709.105814,CSNK2A1
CSNK2A2,790102785.4085581,489711032.30652887,488640534.12859786,846548888.051103,752301601.0730598,953042819.9335297,667579028.065771,CSNK2A2
CSNK2B,1013938641.7087457,620828878.6732178,978810047.40515,1142080177.5714722,1155651510.5580096,1179565320.753274,434880409.29886764,CSNK2B
CSPG4,23250596.033969685,9878492.00964744,9878492.00964744,9948592.754702743,9948592.754702743,9948592.754702743,9948592.754702743,CSPG4
CSPG5,206736302.30693784,114327020.97345701,94074185.097048,517505756.91558623,430566431.4453356,542648228.5322875,46864639.48676468,CSPG5
CSRP1,6438047826.993035,10148098732.692434,9454916345.937609,13757900141.496382,7295203361.236879,11986928956.99094,13697488639.206623,CSRP1
CSRP2,36129332.52292855,11799932.753027538,11799932.753027538,81204009.11876775,67543095.93994911,111871116.9215606,83588790.63661714,CSRP2
CST3,5301983065.31086,4337982650.029955,3033571424.992002,5825470135.867403,3741789586.489886,4687390700.771582,2862799496.766381,CST3
CSTB,5102312922.2534895,5364366134.1749325,5089393035.879811,5134817288.88796,7002900860.181957,6124334877.252486,6470534111.931232,CSTB
