Genes,1Y,4Y,8Y,23Y,30Y,36Y,40Y,Norm_Symbol
ABHD11,1227140533.3229241,2119510440.0050442,1946313400.0415578,990486567.6763221,956526933.445988,653957744.2298849,783682059.3864948,ABHD11
ABHD12,2764727819.2088013,1390878071.1241047,1244128842.49755,946645837.0711544,1253796606.3497164,1177648416.3624089,430987834.30454105,ABHD12
ABHD14B,342433817.2293625,407066637.2287446,693287885.6418588,621683075.5918143,573049206.8965173,702312996.932623,655362408.6698469,ABHD14B
ABHD16A,442696713.3293045,427849154.51070046,315990495.92496467,531463188.94413394,479931142.1619209,498056795.49965256,528323863.40144974,ABHD16A
ABHD17A;ABHD17C,16689590.690183125,9320998.56041772,9320998.56041772,11909169.127058635,11909169.127058635,11909169.127058635,11909169.127058635,ABHD17A
ABHD17B,27839979.961842164,109435349.96710852,145872096.98430243,18459979.2023921,18459979.2023921,18459979.2023921,657901608.3444854,ABHD17B
ABHD6,208298511.62331545,115417563.13316824,108756674.97385363,65212305.18160113,401975194.3894806,65212305.18160113,65212305.18160113,ABHD6
ABI1,773908731.6879318,419739664.64516646,478419227.3092682,1080228151.4747748,1033755864.6869977,1091601793.3904533,1042526081.7709489,ABI1
ABI2,1619474105.0455458,1362298634.1681707,1249830519.0421445,1615550609.5727582,2042809262.1952782,1225035060.2594585,917746704.5251269,ABI2
ABL1,10250517.889129486,10250517.889129486,10250517.889129486,10180404.369877102,10180404.369877102,10180404.369877102,10180404.369877102,ABL1
ABL2,9801317.19337415,9801317.19337415,9801317.19337415,12028454.76227214,12028454.76227214,12028454.76227214,12028454.76227214,ABL2
ABLIM1,618852037.6494067,435260510.210646,394140133.9971631,788272043.0567446,626244798.2083716,417456499.3099257,175694447.40553105,ABLIM1
ABLIM2,1099456388.1691217,968775220.4603988,1002580125.75525,1210907494.4414287,1103242709.7448018,1271923039.8957179,582301719.1595116,ABLIM2
ABLIM3,26349167.001691453,42468072.705543,49865994.83375642,12399367.166635076,19704735.98400833,59302395.44595718,72194446.11780012,ABLIM3
ABR,2563728705.4247646,2537554388.252436,2411535959.1278625,2829476603.0245857,2510320448.125366,2529844505.5202594,2090980726.2564394,ABR
ABRACL,287368301.25237507,372060093.43975097,397631358.08906233,279111664.5042936,176916630.28143036,643224221.930612,45185769.24161067,ABRACL
ACAA1,1235961424.2678301,1347829488.0174437,1051754259.1561292,935953714.0565588,1186250556.5713668,1224345524.3748155,536467278.0327474,ACAA1
ACAA2,2605040322.6282363,4343585532.284605,4044820602.7515116,4414807032.681756,3912127401.6206937,4080385535.765758,2948967701.6517096,ACAA2
ACACB;ACACA,1252902018.7531707,1088867138.4981797,1120720995.6320534,864581314.0182161,934214376.4938849,944334352.2597194,740879681.1707691,ACACB
ACAD10,12862314.40135443,12862314.40135443,12862314.40135443,94435942.09327953,9753423.226585682,9753423.226585682,9753423.226585682,ACAD10
ACAD8,529197426.63899297,80561262.17360444,134130718.10294926,479508731.21229166,579887579.128463,368002653.0042324,461486214.47218513,ACAD8
ACAD9,1336629817.1161966,1177721386.2989144,1575053797.0251262,890859090.5390671,871463560.1487161,1285332379.7210464,910497825.4440683,ACAD9
ACADM,794649311.323284,825906468.0797608,630537895.7749282,1056965074.8199887,1020262935.6789496,990749573.3853717,947954087.1660824,ACADM
ACADS,260126482.74773395,627578037.6964115,503504127.43654346,638780486.914285,590332243.3577138,652983276.2926548,460036907.6747175,ACADS
ACADSB,648196486.8847772,821582807.6754941,449548602.57917583,964413625.5439236,1062059078.8753695,954954772.7171882,816656868.2089549,ACADSB
ACADVL,2474308246.643392,2862268388.1402783,2898506031.29352,3112113404.0013657,3152536544.0879602,2688235265.077305,3955129446.6083736,ACADVL
ACAN,219155762.2397941,69340619.48516503,39454127.56264981,26131166.978688426,213980398.95369083,26131166.978688426,26131166.978688426,ACAN
ACAP1;ACAP2,64510658.67412353,46935987.05182618,7089641.446362237,17933200.793668076,17933200.793668076,17933200.793668076,17933200.793668076,ACAP1
ACAT1,10218755739.083107,9037548319.996208,7746474616.009088,8346145871.228259,9030830698.282259,10061136804.931484,9149252022.444471,ACAT1
ACAT2,5613568642.494929,4430374266.0759325,4729905342.698978,2162304715.9218287,2653410336.3597803,3814953561.8321757,2263318165.9874372,ACAT2
ACBD3,46208610.45069302,9994137.391849514,9994137.391849514,11501930.977750698,11501930.977750698,80235110.80250944,11501930.977750698,ACBD3
ACBD5;ACBD4,23200120.839453354,9373102.3618768,56682545.054698095,11637087.561099175,11637087.561099175,11637087.561099175,11637087.561099175,ACBD5
ACBD7,103051061.5038964,270210788.88785744,237003056.27798432,910919120.5867534,304779734.7129959,464644162.37722385,210336329.57752985,ACBD7
ACE,9667097.55779064,9667097.55779064,9667097.55779064,11984967.172106508,11984967.172106508,11984967.172106508,11984967.172106508,ACE
ACHE;CES4A,128899097.75004388,84502030.74500187,130160702.50055449,18567157.460384306,18567157.460384306,18567157.460384306,18567157.460384306,ACHE
ACIN1,17392838.305141892,10485538.809148563,10485538.809148563,63743300.16015827,150292226.9354623,133979516.74892958,11541802.73615041,ACIN1
ACLY,8063009767.455659,8219117889.118631,8549329922.014025,7609439188.7707205,7669104080.589337,7192982789.919455,7243857911.071475,ACLY
ACO1,1431354826.7371259,1136393924.2655478,1441565899.3585832,1672632246.31968,1691520961.1931274,1821145704.4731731,1672382098.378701,ACO1
ACO2,42955222486.01708,55739102408.90596,51295835057.960106,57791245213.26981,59945814465.53438,61443984665.908875,60107300118.67563,ACO2
ACOT1,1971715557.1268926,2987937959.51328,3644366617.2102704,2196190141.9853244,2557142452.836946,3018760201.230945,1108199025.4357786,ACOT1
ACOT13,4029970651.7103148,3711008287.284394,3014504007.80898,3897854886.461608,3831984827.0715814,3648789528.7343435,59264918.70415559,ACOT13
ACOT7,13827985607.612656,12329708483.23207,11724190355.875393,16193311451.769716,15094466559.351013,13637007055.64875,13995710878.276323,ACOT7
ACOT8,142916326.40683934,93848668.38196196,108061705.40675046,121278932.12730189,102302867.747932,216121019.5727021,19686530.43578627,ACOT8
ACOT9,2698740081.1173096,2379018114.0189943,2852987448.3953304,2516892708.5196266,1844739329.3269746,2143351811.3004427,1706604295.4553962,ACOT9
ACOX1,631777190.9211916,885383898.5405352,411466420.8680123,464281938.32137716,294847041.14845455,439672739.4837307,139795238.15844882,ACOX1
ACOX3,202790715.4635502,6951497.605463447,174808693.23631108,30254387.93422983,30254387.93422983,30254387.93422983,30254387.93422983,ACOX3
ACP1,1409139849.7464495,1892504529.02458,1614390404.977491,1644235634.2489743,2008252429.3746657,1893508487.7118614,1718837248.8841727,ACP1
ACP2,100426117.71304718,65809987.11968631,51959309.022212796,35208292.568181045,35208292.568181045,196757140.876668,207776279.83268064,ACP2
ACSBG1,137705919.6990938,138268670.6349821,103151763.77443156,398857719.8560001,33156806.50069563,289191081.48875445,33156806.50069563,ACSBG1
ACSF2,19648329.13192684,29439314.360757284,8906506.992405523,17289681.040632173,17289681.040632173,17289681.040632173,17289681.040632173,ACSF2
ACSF3,594519864.5160981,830198723.3491554,117913066.99670742,53583681.82468526,337183801.96429724,425476241.0208759,53583681.82468526,ACSF3
ACSL1,421168596.09445715,148753027.78063074,174462159.90630418,338872658.21511585,296298809.342896,294396828.16727203,224969746.2155797,ACSL1
ACSL3,1731388581.0194595,1742891817.1474414,1150130383.105059,1349967369.037424,1321913435.08735,1361600062.890502,1123999805.288954,ACSL3
ACSL4,160727756.31531164,119127347.15655908,81190597.68906945,223656767.87514827,131371925.15148899,287681062.73364717,21583353.91139081,ACSL4
ACSL6,3433481223.633632,3705610110.0282173,3575282054.9867244,3757961422.32351,3463394702.263816,4195582623.8727865,3564479519.3207445,ACSL6
ACSS1,1746440291.82375,4315660635.969336,1836675958.2688198,1089392237.0770526,1351062231.21248,1573719908.71855,861815984.3256876,ACSS1
ACSS2,68580368.67190193,70969412.6534432,66574623.82975453,143076412.168103,19477226.85505288,141045561.634242,19477226.85505288,ACSS2
ACSS3,69452755.92204186,168934981.46714532,90833608.72496788,234878829.8951852,228530587.23384458,319681500.63724816,258982361.78994232,ACSS3
ACTA2,29232839.63950525,135913780.61663768,109479167.92994738,29995839.69087141,29995839.69087141,29995839.69087141,29995839.69087141,ACTA2
ACTB,563040307399.3071,451375082902.2341,473315283281.5913,472296538381.9536,413560855457.072,503174170825.9076,397898286211.6928,ACTB
