,Node1,Node2
924,MYCBP2,KTN1
925,MYCBP2,LIMA1
926,MYCBP2,LIMCH1
927,MYCBP2,LMNB1
928,MYCBP2,LRCH2
929,MYCBP2,LRRFIP1
930,MYCBP2,LRRFIP2
931,MYCBP2,MACF1
932,MYCBP2,MAGED2
933,MYCBP2,MAP4K4
934,MYCBP2,MATR3
935,MYCBP2,MDN1
936,MYCBP2,MPRIP
937,MYCBP2,MYBBP1A
938,MYCBP2,MYEF2
939,MYCBP2,NES
940,MYCBP2,NFATC3
941,MYCBP2,NOL9
942,MYCBP2,PARP1
943,MYCBP2,PCM1
944,MYCBP2,PDE1B
945,MYCBP2,PELP1
946,MYCBP2,PKN1
947,MYCBP2,PLA2G15
948,MYCBP2,PPP1CA
949,MYCBP2,PPP1CB
950,MYCBP2,PPP1R12A
951,MYCBP2,PPP1R9A
952,MYCBP2,PPP1R9B
953,MYCBP2,PPP2R1A
954,MYCBP2,PRRC2C
955,MYCBP2,RPA1
956,MYCBP2,SCRIB
957,MYCBP2,SEC23A
958,MYCBP2,SEC31A
959,MYCBP2,SENP3
960,MYCBP2,SF3B1
961,MYCBP2,SIPA1
962,MYCBP2,SIPA1L3
963,MYCBP2,SKP1
964,MYCBP2,SMARCC1
965,MYCBP2,SMARCC2
966,MYCBP2,SORBS1
967,MYCBP2,SORBS2
968,MYCBP2,SPECC1L
969,MYCBP2,SPTAN1
970,MYCBP2,SPTBN1
971,MYCBP2,SSH1
972,MYCBP2,SSH2
973,MYCBP2,SVIL
974,MYCBP2,SYNE2
975,MYCBP2,TAF15
976,MYCBP2,TAGLN3
977,MYCBP2,TBC1D5
978,MYCBP2,TEX10
979,MYCBP2,THRAP3
980,MYCBP2,TJP1
981,MYCBP2,TPR
982,MYCBP2,TRIM28
983,MYCBP2,TWF1
984,MYCBP2,UACA
985,MYCBP2,UBR4
986,MYCBP2,UPF1
987,MYCBP2,USP10
988,MYCBP2,WDR1
989,MYCBP2,WDR18
990,MYCBP2,YWHAZ
991,MYCBP2,ZNF618
992,MYCBP2,ZSCAN18
993,NCKAP1,ABI1
994,NCKAP1,ABI2
995,NCKAP1,AP2A1
996,NCKAP1,BAIAP2
997,NCKAP1,CAMK2A
998,NCKAP1,CYFIP1
999,NCKAP1,CYFIP2
1000,NCKAP1,DNM1
1001,NCKAP1,DPYSL2
1002,NCKAP1,EPB41L1
1003,NCKAP1,EPB41L3
1004,NCKAP1,FMR1
1005,NCKAP1,GSK3B
1006,NCKAP1,NEFL
1007,NCKAP1,NEFM
1008,NCKAP1,RAC1
1009,NCKAP1,SGIP1
1010,NCKAP1,SPTAN1
1011,NCKAP1,SPTBN1
1012,NCKAP1,SPTBN2
1013,NCKAP1,SYNPO
1014,NCKAP1,TNIK
1015,NCKAP1,TSC1
1016,NCKAP1,WASF1
1017,PDE4DIP,ACTB
1018,PDE4DIP,AGAP2
1019,PDE4DIP,AKAP9
1020,PDE4DIP,AMPD2
1021,PDE4DIP,ANKRD28
1022,PDE4DIP,ARHGAP32
1023,PDE4DIP,ARHGAP44
1024,PDE4DIP,ARHGEF12
1025,PDE4DIP,ARMC8
1026,PDE4DIP,BCR
1027,PDE4DIP,CAMK2A
1028,PDE4DIP,CAMK2B
1029,PDE4DIP,CASKIN1
1030,PDE4DIP,CCDC6
1031,PDE4DIP,CDH10
1032,PDE4DIP,CDH11
1033,PDE4DIP,CDH2
1034,PDE4DIP,CEP170
1035,PDE4DIP,CEP170B
1036,PDE4DIP,CIT
1037,PDE4DIP,CLASP1
1038,PDE4DIP,CLASP2
1039,PDE4DIP,CLIP1
1040,PDE4DIP,CLIP2
1041,PDE4DIP,CLU
1042,PDE4DIP,CNKSR3
1043,PDE4DIP,CNP
1044,PDE4DIP,CTNNB1
1045,PDE4DIP,CTTN
1046,PDE4DIP,CUX1
1047,PDE4DIP,DAB2IP
1048,PDE4DIP,DIP2B
1049,PDE4DIP,DNAJC13
1050,PDE4DIP,DPYSL2
1051,PDE4DIP,ELAVL1
1052,PDE4DIP,ELAVL2
1053,PDE4DIP,ELAVL3
1054,PDE4DIP,ELAVL4
1055,PDE4DIP,ENAH
1056,PDE4DIP,ERC2
1057,PDE4DIP,EZR
1058,PDE4DIP,FAM120A
1059,PDE4DIP,FAM120C
1060,PDE4DIP,FRY
1061,PDE4DIP,FXR2
1062,PDE4DIP,FYCO1
1063,PDE4DIP,GIT1
1064,PDE4DIP,GOLGA1
1065,PDE4DIP,GPR158
1066,PDE4DIP,HDAC4
1067,PDE4DIP,HOMER1
1068,PDE4DIP,HOOK3
1069,PDE4DIP,IQSEC1
1070,PDE4DIP,JAKMIP1
1071,PDE4DIP,JAKMIP2
1072,PDE4DIP,JAKMIP3
1073,PDE4DIP,KALRN
1074,PDE4DIP,KIF13B
1075,PDE4DIP,KIF2A
1076,PDE4DIP,KSR2
1077,PDE4DIP,LETM1
1078,PDE4DIP,LMNB1
1079,PDE4DIP,LMNB2
1080,PDE4DIP,LRRFIP1
1081,PDE4DIP,MAD1L1
1082,PDE4DIP,MAPK1
1083,PDE4DIP,MATR3
1084,PDE4DIP,MINK1
1085,PDE4DIP,MSN
1086,PDE4DIP,NBEA
1087,PDE4DIP,NF1
1088,PDE4DIP,NSF
1089,PDE4DIP,OSBPL3
1090,PDE4DIP,PCM1
1091,PDE4DIP,PKP4
1092,PDE4DIP,PPFIA3
1093,PDE4DIP,PPP2R1A
1094,PDE4DIP,PRKACB
1095,PDE4DIP,PRKAR2A
1096,PDE4DIP,PRKCB
1097,PDE4DIP,PRKCG
1098,PDE4DIP,PTPRN2
1099,PDE4DIP,PURA
1100,PDE4DIP,PURB
1101,PDE4DIP,RABEP1
1102,PDE4DIP,RABEP2
1103,PDE4DIP,RABGEF1
1104,PDE4DIP,RANBP10
1105,PDE4DIP,RANBP9
1106,PDE4DIP,RDX
1107,PDE4DIP,RGS6
1108,PDE4DIP,SEC23IP
1109,PDE4DIP,SH3BP1
1110,PDE4DIP,SHANK1
1111,PDE4DIP,SKT
1112,PDE4DIP,SOGA3
1113,PDE4DIP,SORBS2
1114,PDE4DIP,SPNA2
1115,PDE4DIP,SPTBN1
1116,PDE4DIP,SRPK2
1117,PDE4DIP,STOML2
1118,PDE4DIP,STRN
1119,PDE4DIP,TAX1BP1
1120,PDE4DIP,TNIK
1121,PDE4DIP,TNR
1122,PDE4DIP,TRIM28
1123,PDE4DIP,TRIM3
1124,PDE4DIP,TRIP11
1125,PDE4DIP,TXLNA
1126,PDE4DIP,UBASH3B
1127,PDE4DIP,UBR4
1128,PDE4DIP,VGF
1129,PDE4DIP,WASF1
1130,PDE4DIP,WDR26
1131,PDE4DIP,ZFR
1132,PDE4DIP,ZKSCAN14
1133,PDE4DIP,AGRN
1134,PDE4DIP,AKAP9
1135,PDE4DIP,ALYREF
1136,PDE4DIP,AMPD2
1137,PDE4DIP,ANKRD28
1138,PDE4DIP,ARHGEF12
1139,PDE4DIP,ARMCX4
1140,PDE4DIP,ATF7IP
1141,PDE4DIP,AZI1
1142,PDE4DIP,CAD
1143,PDE4DIP,CAMSAP1
1144,PDE4DIP,CAMSAP3
1145,PDE4DIP,CCDC124
1146,PDE4DIP,CCDC13
1147,PDE4DIP,CCDC88A
1148,PDE4DIP,CCDC88C
1149,PDE4DIP,CENPE
1150,PDE4DIP,CENPJ
1151,PDE4DIP,CEP170
1152,PDE4DIP,CLASP1
1153,PDE4DIP,CLIP1
1154,PDE4DIP,CTBP1
1155,PDE4DIP,CTNNB1
1156,PDE4DIP,CUX1
1157,PDE4DIP,DAB2IP
1158,PDE4DIP,DDB1
1159,PDE4DIP,DIP2B
1160,PDE4DIP,DNAJC13
1161,PDE4DIP,DYNC1H1
1162,PDE4DIP,DZIP3
1163,PDE4DIP,EFTUD2
1164,PDE4DIP,ENAH
1165,PDE4DIP,ERH
1166,PDE4DIP,EWSR1
1167,PDE4DIP,EZR
1168,PDE4DIP,FXR2
1169,PDE4DIP,FYCO1
1170,PDE4DIP,GOLGA3
1171,PDE4DIP,HOMER3
1172,PDE4DIP,HOOK1
1173,PDE4DIP,JAKMIP1
1174,PDE4DIP,JAKMIP2
1175,PDE4DIP,KBP
1176,PDE4DIP,KIF13B
1177,PDE4DIP,KIF15
1178,PDE4DIP,KIF21B
1179,PDE4DIP,KIF23
1180,PDE4DIP,KIF2A
1181,PDE4DIP,KIF4A
1182,PDE4DIP,KIF7
1183,PDE4DIP,KLHL7
1184,PDE4DIP,KTN1
1185,PDE4DIP,LETM1
1186,PDE4DIP,LMNB1
1187,PDE4DIP,LMNB2
1188,PDE4DIP,MACF1
1189,PDE4DIP,MAD1L1
1190,PDE4DIP,MAP4K4
1191,PDE4DIP,MDK
1192,PDE4DIP,MSN
1193,PDE4DIP,NAV1
1194,PDE4DIP,NF1
1195,PDE4DIP,PARD3
1196,PDE4DIP,PCM1
1197,PDE4DIP,PGAM5
1198,PDE4DIP,PHLDB2
1199,PDE4DIP,PPP6C
1200,PDE4DIP,PRKAR2A
1201,PDE4DIP,PRKAR2B
1202,PDE4DIP,PRKCI
1203,PDE4DIP,RABEP1
1204,PDE4DIP,RABEP2
1205,PDE4DIP,RACGAP1
1206,PDE4DIP,RAI1
1207,PDE4DIP,RANBP9
1208,PDE4DIP,RDX
1209,PDE4DIP,ROCK1
1210,PDE4DIP,SCRIB
1211,PDE4DIP,SEC23IP
1212,PDE4DIP,SOGA1
1213,PDE4DIP,SOGA3
1214,PDE4DIP,SORBS2
1215,PDE4DIP,STOML2
1216,PDE4DIP,STOX2
1217,PDE4DIP,SYNE2
1218,PDE4DIP,TNIK
1219,PDE4DIP,TP53BP1
1220,PDE4DIP,TP53BP2
1221,PDE4DIP,TRIM28
1222,PDE4DIP,TRIOBP
1223,PDE4DIP,TRIP11
1224,PDE4DIP,TXLNA
1225,PDE4DIP,UBA1
1226,PDE4DIP,UBAP2L
1227,PDE4DIP,UBR4
1228,PDE4DIP,VIM
1229,PDE4DIP,WDR26
1230,PDE4DIP,WDR47
1231,PDE4DIP,XRCC6
1232,PDE4DIP,ZBTB22
1233,PDE4DIP,ZEB1
1234,PDE4DIP,ZNF516
1235,PEX5L,ADD1
1236,PEX5L,AGO1
1237,PEX5L,AGO2
1238,PEX5L,AGO3
1239,PEX5L,ANK2
1240,PEX5L,AP2A1
1241,PEX5L,AP2A2
1242,PEX5L,AP2B1
1243,PEX5L,ARHGEF2
1244,PEX5L,CAMK2A
1245,PEX5L,CASKIN1
1246,PEX5L,CDH11
1247,PEX5L,CDH2
1248,PEX5L,CTNNA1
1249,PEX5L,CTNNA2
1250,PEX5L,CTNNB1
1251,PEX5L,CTNND2
1252,PEX5L,CYFIP2
1253,PEX5L,DBN1
1254,PEX5L,GABBR2
1255,PEX5L,GIT1
1256,PEX5L,HCN1
1257,PEX5L,HCN2
1258,PEX5L,HCN3
1259,PEX5L,HCN4
1260,PEX5L,ICAM5
1261,PEX5L,KCTD16
1262,PEX5L,MYH9
1263,PEX5L,MYO5A
1264,PEX5L,NCAN
1265,PEX5L,NCKAP1
1266,PEX5L,PARD3
1267,PEX5L,PEX5
1268,PEX5L,PPP1R3F
1269,PEX5L,SKT
1270,PEX5L,SLC12A5
1271,PEX5L,SLC4A4
1272,PEX5L,SPTAN1
1273,PEX5L,SPTBN1
1274,PEX5L,TANC2
1275,PEX5L,TNR
1276,PEX5L,UNC13A
1277,PEX5L,WDR7
1278,SYNGAP1,ABLIM1
1279,SYNGAP1,ADAM22
1280,SYNGAP1,ADAM9
1281,SYNGAP1,AGAP2
1282,SYNGAP1,ANK2
1283,SYNGAP1,ANKS1B
1284,SYNGAP1,ARF3
1285,SYNGAP1,ARF5
1286,SYNGAP1,BAI2
1287,SYNGAP1,BAIAP2
1288,SYNGAP1,BASP1
1289,SYNGAP1,BEGAIN
1290,SYNGAP1,BTBD9
1291,SYNGAP1,CACNB2
1292,SYNGAP1,CACNG2
1293,SYNGAP1,CAMK2A
1294,SYNGAP1,CAMK2B
1295,SYNGAP1,CNRIP1
1296,SYNGAP1,CNTNAP1
1297,SYNGAP1,CUL3
1298,SYNGAP1,DDN
1299,SYNGAP1,DGKZ
1300,SYNGAP1,DLG1
1301,SYNGAP1,DLG2
1302,SYNGAP1,DLG3
1303,SYNGAP1,DLG4
1304,SYNGAP1,DLGAP1
1305,SYNGAP1,DLGAP2
1306,SYNGAP1,DLGAP3
1307,SYNGAP1,DLGAP4
1308,SYNGAP1,DMXL2
1309,SYNGAP1,DPYSL2
1310,SYNGAP1,DYNC1H1
1311,SYNGAP1,EPB41L2
1312,SYNGAP1,FAM81A
1313,SYNGAP1,FBXO2
1314,SYNGAP1,GDA
1315,SYNGAP1,GLUL
1316,SYNGAP1,GNAO1
1317,SYNGAP1,GRIA1
1318,SYNGAP1,GRIA2
1319,SYNGAP1,GRIA3
1320,SYNGAP1,GRIN1
1321,SYNGAP1,GRIN2A
1322,SYNGAP1,GRIN2B
1323,SYNGAP1,GRIN2D
1324,SYNGAP1,HOMER1
1325,SYNGAP1,IQSEC1
1326,SYNGAP1,IQSEC2
1327,SYNGAP1,KALRN
1328,SYNGAP1,KCNA4
1329,SYNGAP1,KCNAB2
1330,SYNGAP1,KCNJ10
1331,SYNGAP1,LRRC7
1332,SYNGAP1,MYO5A
1333,SYNGAP1,PLCL1
1334,SYNGAP1,PRAF2
1335,SYNGAP1,PRKCE
1336,SYNGAP1,PRKCG
1337,SYNGAP1,PURA
1338,SYNGAP1,RAB10
1339,SYNGAP1,RAB2A
1340,SYNGAP1,RAB3A
1341,SYNGAP1,RAB3C
1342,SYNGAP1,SHANK1
1343,SYNGAP1,SHANK2
1344,SYNGAP1,SHANK3
1345,SYNGAP1,SLC1A3
1346,SYNGAP1,SPTBN1
1347,SYNGAP1,SPTBN2
1348,SYNGAP1,SYN1
1349,SYNGAP1,SYNJ1
1350,SYNGAP1,UBR5
1351,SYNGAP1,YWHAE
1352,SYNGAP1,YWHAG
1353,SYNGAP1,YWHAH
1354,SYNGAP1,YWHAZ
1355,TNIK,ABI1
1356,TNIK,ABI2
1357,TNIK,AGAP2
1358,TNIK,AKAP9
1359,TNIK,ARHGAP32
1360,TNIK,ARHGAP39
1361,TNIK,ARHGEF2
1362,TNIK,BCR
1363,TNIK,BIN1
1364,TNIK,CALCOCO1
1365,TNIK,CAMK2A
1366,TNIK,CAMK2B
1367,TNIK,CAMK2D
1368,TNIK,CAMK2G
1369,TNIK,CAMKV
1370,TNIK,CAP2
1371,TNIK,CASK
1372,TNIK,CDH10
1373,TNIK,CDH2
1374,TNIK,CEP170
1375,TNIK,CEP170B
1376,TNIK,CNKSR2
1377,TNIK,CNP
1378,TNIK,CTNNA2
1379,TNIK,CTNNB1
1380,TNIK,CTNND1
1381,TNIK,CTNND2
1382,TNIK,CTTNBP2
1383,TNIK,CYFIP1
1384,TNIK,CYFIP2
1385,TNIK,DCLK1
1386,TNIK,DGKI
1387,TNIK,DLG1
1388,TNIK,DLG3
1389,TNIK,DNM1
1390,TNIK,DPYSL2
1391,TNIK,DSTN
1392,TNIK,ERC2
1393,TNIK,FKBP15
1394,TNIK,GELSOLIN
1395,TNIK,GIT1
1396,TNIK,GLUL
1397,TNIK,HCN1
1398,TNIK,HUWE1
1399,TNIK,INA
1400,TNIK,IQSEC1
1401,TNIK,KIF2A
1402,TNIK,KIF2C
1403,TNIK,LRRC7
1404,TNIK,MAPK1
1405,TNIK,MOB4
1406,TNIK,MTSS1L
1407,TNIK,NCKAP1
1408,TNIK,NOS1
1409,TNIK,NSF
1410,TNIK,PAK7
1411,TNIK,PCDH8
1412,TNIK,PDE4DIP
1413,TNIK,PEX5L
1414,TNIK,PLEKHA5
1415,TNIK,PPP2CB
1416,TNIK,PPP2R1A
1417,TNIK,PPP2R5D
1418,TNIK,PRKACA
1419,TNIK,PRKACB
1420,TNIK,PRKAR2B
1421,TNIK,PRKCB
1422,TNIK,PRKCG
1423,TNIK,PTPRD
1424,TNIK,PTPRS
1425,TNIK,PURA
1426,TNIK,RANBP9
1427,TNIK,RAPGEF4
1428,TNIK,RIMBP2
1429,TNIK,RIMS1
1430,TNIK,SH3KBP1
1431,TNIK,SKT
1432,TNIK,SOGA3
1433,TNIK,SPTAN1
1434,TNIK,SPTBN1
1435,TNIK,SPTBN2
1436,TNIK,STRN
1437,TNIK,STRN3
1438,TNIK,STRN4
1439,TNIK,TANC2
1440,TNIK,TAOK2
1441,TNIK,TNR
1442,TNIK,TP53BP1
1443,TNIK,TPR
1444,TNIK,TRIM28
1445,TNIK,TRIM3
1446,TNIK,TRIM46
1447,TNIK,USP9X
1448,TNIK,WASF1
1449,TNIK,ZSCAN18
1450,TNIK,ABLIM1
1451,TNIK,AKAP9
1452,TNIK,ANK2
1453,TNIK,ANK3
1454,TNIK,AP2A1
1455,TNIK,AP2A2
1456,TNIK,AP2B1
1457,TNIK,ARC
1458,TNIK,BAIAP2
1459,TNIK,CACNA1A
1460,TNIK,CACNA1E
1461,TNIK,CACNA2D1
1462,TNIK,CACNB1
1463,TNIK,CACNB4
1464,TNIK,CAMK2A
1465,TNIK,CAMK2B
1466,TNIK,CASK
1467,TNIK,CIT
1468,TNIK,CLASP1
1469,TNIK,CLU
1470,TNIK,CNKSR2
1471,TNIK,CTNNA2
1472,TNIK,CTNNB1
1473,TNIK,CYFIP2
1474,TNIK,DGKI
1475,TNIK,DLG1
1476,TNIK,DLG2
1477,TNIK,DLG4
1478,TNIK,DLGAP1
1479,TNIK,DST
1480,TNIK,DZANK1
1481,TNIK,FMR1
1482,TNIK,GRIA1
1483,TNIK,GRIA2
1484,TNIK,GRIA3
1485,TNIK,GRIK2
1486,TNIK,GRIN1
1487,TNIK,GRIN2A
1488,TNIK,GRIN2B
1489,TNIK,GRM5
1490,TNIK,HOMER1
1491,TNIK,INA
1492,TNIK,IQSEC2
1493,TNIK,IQSEC3
1494,TNIK,KALRN
1495,TNIK,KCNMA1
1496,TNIK,LRRC7
1497,TNIK,LZTS1
1498,TNIK,LZTS3
1499,TNIK,MACF1
1500,TNIK,MAGI2
1501,TNIK,MPP5
1502,TNIK,MYCBP2
1503,TNIK,NBEA
1504,TNIK,NEDD4
1505,TNIK,NEDD4L
1506,TNIK,NGEF
1507,TNIK,NLGN2
1508,TNIK,PPP1CA
1509,TNIK,PPP1CC
1510,TNIK,PRKAR1B
1511,TNIK,PRKAR2B
1512,TNIK,PRKCB
1513,TNIK,PRKCG
1514,TNIK,RAC1
1515,TNIK,RAPGEF4
1516,TNIK,RIMS1
1517,TNIK,SEPT3
1518,TNIK,SHANK1
1519,TNIK,SHANK2
1520,TNIK,SHANK3
1521,TNIK,SHISA7
1522,TNIK,SIPA1L1
1523,TNIK,SNAP91
1524,TNIK,SORBS2
1525,TNIK,SPTBN1
1526,TNIK,SYNE1
1527,TNIK,SYNGAP1
1528,TNIK,TANC2
1529,TNIK,TJP1
1530,TNIK,UNC13A
1531,TNIK,ACTR1A
1532,TNIK,ADNP
1533,TNIK,AGRN
1534,TNIK,AKAP9
1535,TNIK,APC
1536,TNIK,ARHGAP21
1537,TNIK,ARHGEF2
1538,TNIK,BCL11B
1539,TNIK,BRD7
1540,TNIK,CABIN1
1541,TNIK,CAD
1542,TNIK,CALCOCO1
1543,TNIK,CAMK2D
1544,TNIK,CAPRIN1
1545,TNIK,CARM1
1546,TNIK,CASK
1547,TNIK,CCAR2
1548,TNIK,CDC5L
1549,TNIK,CDC73
1550,TNIK,CDH2
1551,TNIK,CENPF
1552,TNIK,CEP170
1553,TNIK,CHD8
1554,TNIK,CTBP1
1555,TNIK,CTBP2
1556,TNIK,CTNNA2
1557,TNIK,CTNNB1
1558,TNIK,CYFIP2
1559,TNIK,DCHS1
1560,TNIK,DCX
1561,TNIK,DDX3X
1562,TNIK,DLG1
1563,TNIK,DOCK11
1564,TNIK,DOCK7
1565,TNIK,DYNC1H1
1566,TNIK,EDC4
1567,TNIK,EFTUD2
1568,TNIK,EHMT1
1569,TNIK,EHMT2
1570,TNIK,EPM2AIP1
1571,TNIK,ERC2
1572,TNIK,EWSR1
1573,TNIK,FBXO45
1574,TNIK,FKBP15
1575,TNIK,FMR1
1576,TNIK,FOXP2
1577,TNIK,FXR1
1578,TNIK,FXR2
1579,TNIK,G3BP1
1580,TNIK,GATAD2B
1581,TNIK,GIT1
1582,TNIK,GSK3B
1583,TNIK,GTPBP4
1584,TNIK,HDAC2
1585,TNIK,HERC2
1586,TNIK,HIRA
1587,TNIK,HOMER3
1588,TNIK,IQSEC1
1589,TNIK,KCTD9
1590,TNIK,KDM1A
1591,TNIK,KIF2A
1592,TNIK,KIF5A
1593,TNIK,KIF5B
1594,TNIK,KIF5C
1595,TNIK,KIF7
1596,TNIK,LMNB1
1597,TNIK,LMNB2
1598,TNIK,LSG1
1599,TNIK,MAGED2
1600,TNIK,MAP4K4
1601,TNIK,MATR3
1602,TNIK,MGA
1603,TNIK,MSANTD2
1604,TNIK,MYCBP2
1605,TNIK,MYO5A
1606,TNIK,NAT10
1607,TNIK,NCKAP1
1608,TNIK,NCOR2
1609,TNIK,NEDD4
1610,TNIK,NES
1611,TNIK,NEURL4
1612,TNIK,NOP56
1613,TNIK,PAF1
1614,TNIK,PAK7
1615,TNIK,PCDH8
1616,TNIK,PCM1
1617,TNIK,PDE4DIP
1618,TNIK,PPP2R1A
1619,TNIK,PPP3CB
1620,TNIK,PRKAR2A
1621,TNIK,PRKAR2B
1622,TNIK,PRRC2B
1623,TNIK,PTPRS
1624,TNIK,RANBP9
1625,TNIK,RAPGEF4
1626,TNIK,RCOR1
1627,TNIK,RCOR2
1628,TNIK,SART1
1629,TNIK,SEC23A
1630,TNIK,SEC24C
1631,TNIK,SH3GL2
1632,TNIK,SH3KBP1
1633,TNIK,SHANK2
1634,TNIK,SMARCC2
1635,TNIK,SOGA3
1636,TNIK,SRGAP3
1637,TNIK,STRIP1
1638,TNIK,STRN3
1639,TNIK,STRN4
1640,TNIK,SUPT16H
1641,TNIK,SYNE2
1642,TNIK,TAF5
1643,TNIK,TANC2
1644,TNIK,TBL1XR1
1645,TNIK,TDRD3
1646,TNIK,THRAP3
1647,TNIK,TLK2
1648,TNIK,TP53BP1
1649,TNIK,TPR
1650,TNIK,TRIM28
1651,TNIK,TRIO
1652,TNIK,UBN2
1653,TNIK,USP10
1654,TNIK,WIZ
1655,TNIK,ZC3H4
1656,TNIK,ZEB2
1657,TNIK,ZFP219
1658,TNIK,ZFP462
1659,TNIK,ZIC2
1660,TNIK,ZMYM2
1661,TSC1,CAMK2A
1662,TSC1,CDK5
1663,TSC1,CNRIP1
1664,TSC1,CTNNB1
1665,TSC1,CUL3
1666,TSC1,CYFIP2
1667,TSC1,DNAJA1
1668,TSC1,DNAJA2
1669,TSC1,DNAJA4
1670,TSC1,FAM49B
1671,TSC1,FBXO41
1672,TSC1,GNB2L1
1673,TSC1,HRAS1
1674,TSC1,KRAS
1675,TSC1,LGI1
1676,TSC1,PRKCB
1677,TSC1,PRKCG
1678,TSC1,PURA
1679,TSC1,RAB14
1680,TSC1,RAB7A
1681,TSC1,RAC1
1682,TSC1,RAN
1683,TSC1,RAP2B
1684,TSC1,RASAL1
1685,TSC1,SEC23A
1686,TSC1,TBC1D7
1687,TSC1,TNIK
1688,TSC1,TNR
1689,TSC1,TRIM3
1690,TSC1,TSC2
1691,TSC1,WASF1
1692,TSC1,YWHAZ
1693,TSC1,ABI1
1694,TSC1,APPL1
1695,TSC1,ARHGAP32
1696,TSC1,ARHGEF2
1697,TSC1,CAMK2A
1698,TSC1,CAMK2B
1699,TSC1,CAMK2D
1700,TSC1,CAMK2G
1701,TSC1,CDK5
1702,TSC1,CTNNB1
1703,TSC1,CUL3
1704,TSC1,CYFIP1
1705,TSC1,CYFIP2
1706,TSC1,DLG4
1707,TSC1,MINK1
1708,TSC1,NCKAP1
1709,TSC1,PPP3CA
1710,TSC1,PRKCB
1711,TSC1,PRKCG
1712,TSC1,SHANK3
1713,TSC1,SYNGAP1
1714,TSC1,TNIK
1715,TSC1,AMPD2
1716,TSC1,ARHGAP32
1717,TSC1,CAD
1718,TSC1,CCT3
1719,TSC1,CCT8
1720,TSC1,CELSR2
1721,TSC1,CLASP1
1722,TSC1,CTNNB1
1723,TSC1,DCX
1724,TSC1,DNAJA1
1725,TSC1,DNAJA2
1726,TSC1,DOCK7
1727,TSC1,DYRK1A
1728,TSC1,EEF2
1729,TSC1,EIF4A2
1730,TSC1,EPHA4
1731,TSC1,FAM115A
1732,TSC1,FMR1
1733,TSC1,FOXG1
1734,TSC1,FXR1
1735,TSC1,FXR2
1736,TSC1,HSP90AA1
1737,TSC1,HSP90AB1
1738,TSC1,HSPA8
1739,TSC1,IGF2R
1740,TSC1,KDM1A
1741,TSC1,KIF5C
1742,TSC1,LAMTOR1
1743,TSC1,MAGED1
1744,TSC1,MAGED2
1745,TSC1,MATR3
1746,TSC1,NCAN
1747,TSC1,NCKAP1
1748,TSC1,NEDD4
1749,TSC1,NISCH
1750,TSC1,PAK7
1751,TSC1,PPP2CB
1752,TSC1,PTPRS
1753,TSC1,QSER1
1754,TSC1,RPTOR
1755,TSC1,SCRIB
1756,TSC1,SESTD1
1757,TSC1,SFPQ
1758,TSC1,SMC2
1759,TSC1,SOGA3
1760,TSC1,TBC1D7
1761,TSC1,TDRD3
1762,TSC1,TENM2
1763,TSC1,TMED10
1764,TSC1,TMED9
1765,TSC1,TNKS
1766,TSC1,TNR
1767,TSC1,TP53BP1
1768,TSC1,TRIM28
1769,TSC1,TSC2
1770,TSC1,TTC3
1771,TSC1,USP9X
1772,TSC1,WNK2
1773,TSC1,WNK3
1774,TSC1,YWHAQ
1775,TSC1,YWHAZ
