,Node1,Node2
992,SHANK3,TNR
993,SHANK3,TPPP
994,SHANK3,TRAF3IP1
995,SHANK3,WASF1
996,SHANK3,YWHAB
997,SHANK3,YWHAE
998,SHANK3,YWHAG
999,SHANK3,YWHAZ
1000,SHANK3,ABI1
1001,SHANK3,AGAP2
1002,SHANK3,ANK2
1003,SHANK3,ANK3
1004,SHANK3,BAIAP2
1005,SHANK3,CAMK2A
1006,SHANK3,CAMK2B
1007,SHANK3,CAMK2G
1008,SHANK3,CDC42BPB
1009,SHANK3,CIT
1010,SHANK3,CSNK2A1
1011,SHANK3,CYFIP2
1012,SHANK3,DBN1
1013,SHANK3,DCLK1
1014,SHANK3,DLG1
1015,SHANK3,DLG2
1016,SHANK3,DLG4
1017,SHANK3,DLGAP2
1018,SHANK3,DLGAP3
1019,SHANK3,DLGAP4
1020,SHANK3,DNM1
1021,SHANK3,DYNC1H1
1022,SHANK3,EPB41L1
1023,SHANK3,GNB1
1024,SHANK3,GRIN1
1025,SHANK3,GRIN2B
1026,SHANK3,GRM2
1027,SHANK3,GRM5
1028,SHANK3,GSK3B
1029,SHANK3,HECW1
1030,SHANK3,HOMER1
1031,SHANK3,HOMER2
1032,SHANK3,HOMER3
1033,SHANK3,INA
1034,SHANK3,IQSEC1
1035,SHANK3,KALRN
1036,SHANK3,KIF15
1037,SHANK3,KIF21A
1038,SHANK3,KIF7
1039,SHANK3,LMTK3
1040,SHANK3,LRRC7
1041,SHANK3,MACF1
1042,SHANK3,MAP2K4
1043,SHANK3,MAP3K5
1044,SHANK3,MAP4K4
1045,SHANK3,MAPK1
1046,SHANK3,MPP2
1047,SHANK3,NCKAP1
1048,SHANK3,NEDD4
1049,SHANK3,NEDD4L
1050,SHANK3,NEFL
1051,SHANK3,NEFM
1052,SHANK3,NFASC
1053,SHANK3,NRCAM
1054,SHANK3,PIP4K2C
1055,SHANK3,PLCB1
1056,SHANK3,PPIA
1057,SHANK3,PPP1CC
1058,SHANK3,PPP1R9A
1059,SHANK3,PPP3CA
1060,SHANK3,PRKCE
1061,SHANK3,PRKCG
1062,SHANK3,RAC1
1063,SHANK3,RAP1A
1064,SHANK3,SH3PXD2B
1065,SHANK3,SHANK1
1066,SHANK3,SHANK2
1067,SHANK3,SLC7A3
1068,SHANK3,SPTBN1
1069,SHANK3,SPTBN2
1070,SHANK3,TAOK2
1071,SHANK3,TLN2
1072,SHANK3,TNIK
1073,SHANK3,TRAF3IP1
1074,SHANK3,WASF1
1075,SHANK3,YWHAB
1076,SHANK3,YWHAE
1077,SHANK3,YWHAG
1078,SHANK3,YWHAZ
1079,SHANK3,ZFP263
1080,SHANK3,ZNF318
0,CNKSR2,ARHGAP39
1,CNKSR2,ARHGEF7
2,CNKSR2,CAMK2A
3,CNKSR2,CAMK2B
4,CNKSR2,CAPRIN1
5,CNKSR2,CSNK2A1
6,CNKSR2,CYTH1
7,CNKSR2,CYTH2
8,CNKSR2,CYTH3
9,CNKSR2,DLG3
10,CNKSR2,GIT1
11,CNKSR2,GLUL
12,CNKSR2,GNAO1
13,CNKSR2,GNB1
14,CNKSR2,GRM4
15,CNKSR2,INA
16,CNKSR2,IQSEC1
17,CNKSR2,LRIG2
18,CNKSR2,MINK1
19,CNKSR2,NEFL
20,CNKSR2,PARK7
21,CNKSR2,PARN
22,CNKSR2,PGK1
23,CNKSR2,PRKACB
24,CNKSR2,PRKCG
25,CNKSR2,RHEB
26,CNKSR2,SPNA2
27,CNKSR2,SPTBN1
28,CNKSR2,SPTBN2
29,CNKSR2,SYT1
30,CNKSR2,TNIK
31,CNKSR2,TNR
32,CNKSR2,AGAP2
33,CNKSR2,BAIAP2
34,CNKSR2,CAMK2A
35,CNKSR2,CAMK2B
36,CNKSR2,DLG1
37,CNKSR2,DLG2
38,CNKSR2,DLG4
39,CNKSR2,DLGAP1
40,CNKSR2,IQSEC1
41,CNKSR2,LRRC7
42,CNKSR2,MINK1
43,CNKSR2,NEFL
44,CNKSR2,PRKCG
45,CNKSR2,SHANK3
46,CNKSR2,SNAP91
47,CNKSR2,SPNA2
48,CNKSR2,SYNGAP1
49,CNKSR2,TJP1
50,CNKSR2,TNIK
51,CNKSR2,YWHAZ
52,CYFIP1,AAK1
53,CYFIP1,ABI1
54,CYFIP1,ACTB
55,CYFIP1,AGAP2
56,CYFIP1,ANK2
57,CYFIP1,ANKRD17
58,CYFIP1,AP1B1
59,CYFIP1,AP1S1
60,CYFIP1,AP2A1
61,CYFIP1,AP2B1
62,CYFIP1,ARF3
63,CYFIP1,ARHGEF2
64,CYFIP1,ARPC4
65,CYFIP1,BAIAP2
66,CYFIP1,CAMK2A
67,CYFIP1,CAMK2B
68,CYFIP1,CAMKV
69,CYFIP1,CAPZA2
70,CYFIP1,CCT3
71,CYFIP1,CNTNAP1
72,CYFIP1,CRMP1
73,CYFIP1,CUL3
74,CYFIP1,CYFIP2
75,CYFIP1,DBN1
76,CYFIP1,DCLK1
77,CYFIP1,DCTN1
78,CYFIP1,DLG2
79,CYFIP1,DLG4
80,CYFIP1,DNAJC6
81,CYFIP1,DNM1
82,CYFIP1,DNM1L
83,CYFIP1,DNM2
84,CYFIP1,DNM3
85,CYFIP1,DPYSL2
86,CYFIP1,DPYSL4
87,CYFIP1,DSTN
88,CYFIP1,DYNC1H1
89,CYFIP1,EEF1A2
90,CYFIP1,EPB41L1
91,CYFIP1,EPB41L3
92,CYFIP1,ERC2
93,CYFIP1,ETF1
94,CYFIP1,FARP1
95,CYFIP1,FERMT3
96,CYFIP1,GLUL
97,CYFIP1,GOLGA2
98,CYFIP1,GRIN2A
99,CYFIP1,GRM3
100,CYFIP1,GSK3B
101,CYFIP1,IMPDH2
102,CYFIP1,IPO4
103,CYFIP1,IQSEC1
104,CYFIP1,KCNB1
105,CYFIP1,KIF2A
106,CYFIP1,LRRC24
107,CYFIP1,MACF1
108,CYFIP1,MATR3
109,CYFIP1,MFN2
110,CYFIP1,MYO5A
111,CYFIP1,NCAN
112,CYFIP1,NCDN
113,CYFIP1,NCKAP1
114,CYFIP1,NEFH
115,CYFIP1,NEFL
116,CYFIP1,NEFM
117,CYFIP1,NPEPPS
118,CYFIP1,NSF
119,CYFIP1,NTRK2
120,CYFIP1,NUMBL
121,CYFIP1,NYAP2
122,CYFIP1,OPA1
123,CYFIP1,P2RX7
124,CYFIP1,PAK1
125,CYFIP1,PDCD6IP
126,CYFIP1,PDE4A
127,CYFIP1,PHACTR1
128,CYFIP1,PI4KA
129,CYFIP1,PICALM
130,CYFIP1,PPP1CC
131,CYFIP1,PREPL
132,CYFIP1,PRKCB
133,CYFIP1,PRKCE
134,CYFIP1,PRKCG
135,CYFIP1,PROX1
136,CYFIP1,PTPN9
137,CYFIP1,RAC1
138,CYFIP1,RAPGEF2
139,CYFIP1,RHEB
140,CYFIP1,RHOC
141,CYFIP1,RPL27
142,CYFIP1,RPS6KB1
143,CYFIP1,RTN1
144,CYFIP1,SBF1
145,CYFIP1,SGIP1
146,CYFIP1,SHANK1
147,CYFIP1,SHANK3
148,CYFIP1,SLC4A8
149,CYFIP1,SNAP1
150,CYFIP1,SNAP91
151,CYFIP1,SPNA2
152,CYFIP1,SPTBN1
153,CYFIP1,SPTBN2
154,CYFIP1,SYNGAP1
155,CYFIP1,SYNPO
156,CYFIP1,TMEM240
157,CYFIP1,TPD52L2
158,CYFIP1,TRAPPC3
159,CYFIP1,TRIM3
160,CYFIP1,TRPC4
161,CYFIP1,UBA6
162,CYFIP1,UBE2O
163,CYFIP1,WASF1
164,CYFIP1,YLPM1
165,CYFIP2,ABI2
166,CYFIP2,APPL1
167,CYFIP2,CAMK2A
168,CYFIP2,CAMK2B
169,CYFIP2,CASKIN1
170,CYFIP2,CDH10
171,CYFIP2,CDH2
172,CYFIP2,CNTNAP1
173,CYFIP2,CTNNB1
174,CYFIP2,CTTNBP2
175,CYFIP2,DNM1
176,CYFIP2,FMR1
177,CYFIP2,FYCO1
178,CYFIP2,INA
179,CYFIP2,KCNMA1
180,CYFIP2,MAP3K5
181,CYFIP2,MYCBP2
182,CYFIP2,MYO5A
183,CYFIP2,NCKAP1
184,CYFIP2,NEK9
185,CYFIP2,NHSL2
186,CYFIP2,PEX5L
187,CYFIP2,SKT
188,CYFIP2,SPTAN1
189,CYFIP2,SPTBN1
190,CYFIP2,SPTBN2
191,CYFIP2,SRGAP3
192,CYFIP2,TNIK
193,CYFIP2,TPP2
194,CYFIP2,WASF1
195,CYFIP2,ABI1
196,CYFIP2,ABI2
197,CYFIP2,AP2A1
198,CYFIP2,CAMK2A
199,CYFIP2,CAMK2B
200,CYFIP2,CASKIN1
201,CYFIP2,CNTNAP1
202,CYFIP2,CTNNB1
203,CYFIP2,CYFIP1
204,CYFIP2,DLG4
205,CYFIP2,INA
206,CYFIP2,MAP3K5
207,CYFIP2,MYO5A
208,CYFIP2,NCKAP1
209,CYFIP2,NLGN3
210,CYFIP2,SHANK1
211,CYFIP2,SHANK3
212,CYFIP2,SPTAN1
213,CYFIP2,SPTBN1
214,CYFIP2,SPTBN2
215,CYFIP2,TNIK
216,CYFIP2,WASF1
217,FMR1,AFF4
218,FMR1,AGO1
219,FMR1,AGO2
220,FMR1,ANKRD17
221,FMR1,APC
222,FMR1,ARHGAP21
223,FMR1,ARHGAP24
224,FMR1,ARHGEF18
225,FMR1,ARHGEF2
226,FMR1,ATXN2
227,FMR1,BCL9
228,FMR1,BIN1
229,FMR1,BRSK1
230,FMR1,CACNB1
231,FMR1,CACNB2
232,FMR1,CACNB4
233,FMR1,CAMK2A
234,FMR1,CAMK2B
235,FMR1,CAMK2D
236,FMR1,CAMK2G
237,FMR1,CAMSAP2
238,FMR1,CAPRIN1
239,FMR1,CASKIN1
240,FMR1,CEP170
241,FMR1,CEP170B
242,FMR1,CNOT1
243,FMR1,CNTN1
244,FMR1,CNTNAP5A
245,FMR1,CTNNB1
246,FMR1,CYFIP2
247,FMR1,DAPK3
248,FMR1,DIAPH2
249,FMR1,DIP2B
250,FMR1,DNM1
251,FMR1,DPYSL2
252,FMR1,DYNC1H1
253,FMR1,DYNLL1
254,FMR1,DZANK1
255,FMR1,EHD3
256,FMR1,EIF4G1
257,FMR1,ELAVL1
258,FMR1,ELAVL2
259,FMR1,ELAVL3
260,FMR1,ELAVL4
261,FMR1,EML1
262,FMR1,FAM120A
263,FMR1,FAM120C
264,FMR1,FAM171A1
265,FMR1,FAM171A2
266,FMR1,FXR1
267,FMR1,FXR2
268,FMR1,GIGYF2
269,FMR1,GOLGA4
270,FMR1,HDAC3
271,FMR1,ICAM5
272,FMR1,INA
273,FMR1,IQSEC1
274,FMR1,ITCH
275,FMR1,KCNMA1
276,FMR1,KCNT1
277,FMR1,KDM5A
278,FMR1,KHSRP
279,FMR1,KIF2A
280,FMR1,KIF5A
281,FMR1,KIF5B
282,FMR1,KIF5C
283,FMR1,KLC1
284,FMR1,LDB1
285,FMR1,LDB2
286,FMR1,LMO3
287,FMR1,LPPR4
288,FMR1,LRP1
289,FMR1,LUZP1
290,FMR1,MAPK1
291,FMR1,MATR3
292,FMR1,MCC
293,FMR1,MIOS
294,FMR1,NCKAP1
295,FMR1,NCOA3
296,FMR1,NCOR1
297,FMR1,NCOR2
298,FMR1,NEFL
299,FMR1,NSF
300,FMR1,NT5C2
301,FMR1,NUMBL
302,FMR1,PCNT
303,FMR1,PDE2A
304,FMR1,PKP4
305,FMR1,PPP2R1A
306,FMR1,PRKCB
307,FMR1,PRKCG
308,FMR1,PRKD1
309,FMR1,PRRC2A
310,FMR1,PRRC2B
311,FMR1,PRRC2C
312,FMR1,PTPRN2
313,FMR1,PURA
314,FMR1,PURB
315,FMR1,RAD50
316,FMR1,RANBP9
317,FMR1,RAPGEF2
318,FMR1,RIPK2
319,FMR1,SIK3
320,FMR1,SKT
321,FMR1,SOGA2
322,FMR1,SOGA3
323,FMR1,SPTBN1
324,FMR1,SRPK2
325,FMR1,SSSCA1
326,FMR1,STIP1
327,FMR1,TBL1X
328,FMR1,TDRD3
329,FMR1,TJP1
330,FMR1,TNR
331,FMR1,TNRC6B
332,FMR1,TNS1
333,FMR1,TOP3B
334,FMR1,TRIM28
335,FMR1,TRIM3
336,FMR1,UBAP2
337,FMR1,UBAP2L
338,FMR1,UHRF1BP1L
339,FMR1,USP10
340,FMR1,USP9X
341,FMR1,WDFY3
342,FMR1,WDR47
343,FMR1,WTIP
344,FMR1,ZC2HC1A
345,FMR1,ZFR
346,FMR1,ZKSCAN1
347,FMR1,ZNFX1
348,FMR1,ARF3
349,FMR1,ARHGAP21
350,FMR1,BSN
351,FMR1,CACNB1
352,FMR1,CAMK2A
353,FMR1,CKAP5
354,FMR1,DLG1
355,FMR1,DLG2
356,FMR1,DLG4
357,FMR1,DLGAP3
358,FMR1,GIT1
359,FMR1,INA
360,FMR1,IQSEC1
361,FMR1,IQSEC2
362,FMR1,NEFL
363,FMR1,PRKCB
364,FMR1,PRKCG
365,FMR1,SHANK3
366,FMR1,SYNGAP1
367,FMR1,TJP1
368,FMR1,TNIK
369,FMR1,ACTR1A
370,FMR1,AFF4
371,FMR1,AGO1
372,FMR1,AGO2
373,FMR1,AKAP8
374,FMR1,AKAP9
375,FMR1,ANAPC1
376,FMR1,APC
377,FMR1,APC2
378,FMR1,ARHGAP21
379,FMR1,BCL11A
380,FMR1,BCL11B
381,FMR1,BCL9
382,FMR1,CAPRIN1
383,FMR1,CASC3
384,FMR1,CBLL1
385,FMR1,CBX3
386,FMR1,CCAR2
387,FMR1,CDC5L
388,FMR1,CDK5RAP2
389,FMR1,CEP170
390,FMR1,CHD4
391,FMR1,CHD7
392,FMR1,CLASP1
393,FMR1,CNOT1
394,FMR1,CPSF2
395,FMR1,CSNK2A1
396,FMR1,CSNK2A2
397,FMR1,CTNNB1
398,FMR1,DAPK3
399,FMR1,DDX3X
400,FMR1,DIXDC1
401,FMR1,DNMT1
402,FMR1,DOCK7
403,FMR1,DVL2
404,FMR1,DYNC1H1
405,FMR1,EDC4
406,FMR1,EHMT2
407,FMR1,EIF4G
408,FMR1,EMSY
409,FMR1,ERH
410,FMR1,EWSR1
411,FMR1,FAM120A
412,FMR1,FXR1
413,FMR1,FXR2
414,FMR1,G3BP2
415,FMR1,GIGYF2
416,FMR1,GOLGA4
417,FMR1,GSK3B
418,FMR1,H2AFY
419,FMR1,HDAC2
420,FMR1,HDAC3
421,FMR1,HERC2
422,FMR1,HOMER3
423,FMR1,KDM1A
424,FMR1,KDM5A
425,FMR1,KIAA1429
426,FMR1,KIF21B
427,FMR1,KIF2A
428,FMR1,KIF5B
429,FMR1,KIF5C
430,FMR1,KPNB1
431,FMR1,LDB1
432,FMR1,LMTK3
433,FMR1,LRCH2
434,FMR1,LRP1
435,FMR1,LUZP1
436,FMR1,MACF1
437,FMR1,MAGED1
438,FMR1,MAGI1
439,FMR1,MAP4K4
440,FMR1,MATR3
441,FMR1,MBD3
442,FMR1,MORF4L1
443,FMR1,MYCBP2
444,FMR1,N4BP2
445,FMR1,NBEA
446,FMR1,NCL
447,FMR1,NCOA2
448,FMR1,NCOA3
449,FMR1,NCOR1
450,FMR1,NCOR2
451,FMR1,NEDD4
452,FMR1,NIPBL
453,FMR1,NISCH
454,FMR1,NOSIP
455,FMR1,NUFIP2
456,FMR1,NUMA1
457,FMR1,OTUD4
458,FMR1,PAK7
459,FMR1,PARD3
460,FMR1,PBRM1
461,FMR1,PCBP1
462,FMR1,PCM1
463,FMR1,PPP1CA
464,FMR1,PRMT1
465,FMR1,PRRC2A
466,FMR1,PRRC2B
467,FMR1,PRRC2C
468,FMR1,RANBP2
469,FMR1,RANBP9
470,FMR1,RANGAP1
471,FMR1,SAFB2
472,FMR1,SCRIB
473,FMR1,SIN3B
474,FMR1,SMARCA4
475,FMR1,SMARCC2
476,FMR1,SMG6
477,FMR1,SOGA1
478,FMR1,SPICE1
479,FMR1,SRPK2
480,FMR1,SUPT16H
481,FMR1,TBL1X
482,FMR1,TBL1XR1
483,FMR1,TCF20
484,FMR1,TDRD3
485,FMR1,THRAP3
486,FMR1,TJP1
487,FMR1,TOP3B
488,FMR1,TP53BP1
489,FMR1,TRA2B
490,FMR1,TRIM28
491,FMR1,UBAP2
492,FMR1,UBAP2L
493,FMR1,UBR4
494,FMR1,USP10
495,FMR1,USP28
496,FMR1,USP9X
497,FMR1,ZBTB1
498,FMR1,ZFP219
499,FMR1,ZNFX1
500,FMR1,ZSCAN12
501,FXR1,ANKFY1
502,FXR1,AP2A1
503,FXR1,AP2A2
504,FXR1,ARHGEF7
505,FXR1,BAIAP2
506,FXR1,CAMK2A
507,FXR1,CAMK2B
508,FXR1,CAPRIN1
509,FXR1,CDH2
510,FXR1,CTNNB1
511,FXR1,EIF2C1
512,FXR1,EIF2C2
513,FXR1,ELAVL1
514,FXR1,ELAVL2
515,FXR1,ELAVL4
516,FXR1,EPB41L3
517,FXR1,EXOG
518,FXR1,FAM120A
519,FXR1,FARSA
520,FXR1,FARSB
521,FXR1,FMR1
522,FXR1,FXR2
523,FXR1,GIT1
524,FXR1,GM10110
525,FXR1,GM8730
526,FXR1,HNRNPK
527,FXR1,HNRNPM
528,FXR1,HNRNPU
529,FXR1,HNRNPUL2
530,FXR1,HSPA9
531,FXR1,INA
532,FXR1,PABPC1
533,FXR1,PAK1
534,FXR1,PAK2
535,FXR1,PAK3
536,FXR1,PPFIA3
537,FXR1,PPM1H
538,FXR1,PURA
539,FXR1,RPL12
540,FXR1,SPHKAP
541,FXR1,TDRD3
542,FXR1,TNR
543,FXR1,TP53BP1
544,FXR1,UPF1
545,FXR1,AAK1
546,FXR1,AKAP8
547,FXR1,AKAP9
548,FXR1,ALYREF
549,FXR1,ANKFY1
550,FXR1,AP2A1
551,FXR1,AP2A2
552,FXR1,AP2B1
553,FXR1,ARHGEF2
554,FXR1,ARHGEF7
555,FXR1,ATF6B
556,FXR1,BAIAP2
557,FXR1,BCLAF1
558,FXR1,BCOR
559,FXR1,BUB3
560,FXR1,CAD
561,FXR1,CCAR1
562,FXR1,CCAR2
563,FXR1,CCDC88A
564,FXR1,CDC5L
565,FXR1,CDH2
566,FXR1,CENPF
567,FXR1,CEP170
568,FXR1,CEP170B
569,FXR1,CLIP1
570,FXR1,CNOT1
571,FXR1,CTCF
572,FXR1,CTNNA1
573,FXR1,CTNNB1
574,FXR1,DIDO1
575,FXR1,DNAJA1
576,FXR1,DNAJC9
577,FXR1,DOCK7
578,FXR1,DYNLL1
579,FXR1,EBF3
580,FXR1,EDC4
581,FXR1,EIF2C1
582,FXR1,EPS15
583,FXR1,EPS15L1
584,FXR1,FARSA
585,FXR1,FARSB
586,FXR1,FLJ45252
587,FXR1,FMR1
588,FXR1,FXR2
589,FXR1,FYCO1
590,FXR1,GIT1
591,FXR1,GIT2
592,FXR1,GOLGA3
593,FXR1,GOLGB1
594,FXR1,GPRASP1
595,FXR1,GRIK3
596,FXR1,GSK3B
597,FXR1,GTPBP4
598,FXR1,ILF2
599,FXR1,ILF3
600,FXR1,INA
601,FXR1,ITSN1
602,FXR1,KEAP1
603,FXR1,KIF21A
604,FXR1,KIF2A
605,FXR1,KIF7
606,FXR1,KPNB1
607,FXR1,LMTK3
608,FXR1,MAP4K4
609,FXR1,MDK
610,FXR1,MIA3
611,FXR1,MLLT4
612,FXR1,MYCBP2
613,FXR1,MYEF2
614,FXR1,N4BP2
615,FXR1,NACC1
616,FXR1,NAT10
617,FXR1,NCOR1
618,FXR1,NCOR2
619,FXR1,NEDD4
620,FXR1,NEFL
621,FXR1,NEFM
622,FXR1,NOP2
623,FXR1,NOP56
624,FXR1,NPM1
625,FXR1,NUP153
626,FXR1,PAK1
627,FXR1,PAK2
628,FXR1,PAK3
629,FXR1,PCM1
630,FXR1,PDE4DIP
631,FXR1,PRRC2A
632,FXR1,PRRC2B
633,FXR1,PRRC2C
634,FXR1,RANBP2
635,FXR1,RANGAP1
636,FXR1,RCOR2
637,FXR1,RDX
638,FXR1,SBF1
639,FXR1,SCRIB
640,FXR1,SEC16A
641,FXR1,SEC24C
642,FXR1,SENP1
643,FXR1,SMARCA4
644,FXR1,SMARCC2
645,FXR1,SNW1
646,FXR1,SOGA1
647,FXR1,SPATA13
648,FXR1,SPATS2
649,FXR1,SRPK2
650,FXR1,SRSF1
651,FXR1,STON2
652,FXR1,STRAP
653,FXR1,STRN
654,FXR1,TBK1
655,FXR1,TCOF1
656,FXR1,TDRD3
657,FXR1,THRAP3
658,FXR1,TOP3B
659,FXR1,TP53BP1
660,FXR1,TRIM28
661,FXR1,TTC3
662,FXR1,UBAP2
663,FXR1,UBAP2L
664,FXR1,USP9X
665,FXR1,VIM
666,FXR1,WDR47
667,FXR1,ZFP219
668,FXR1,ZFP295
669,HCN1,ARHGEF7
670,HCN1,ASIC1
671,HCN1,BSN
672,HCN1,CAMK2A
673,HCN1,CAMK2B
674,HCN1,CIT
675,HCN1,CNP
676,HCN1,CSNK2A1
677,HCN1,DLG1
678,HCN1,DSCAM
679,HCN1,GABBR2
680,HCN1,GIT1
681,HCN1,GPHN
682,HCN1,GSK3B
683,HCN1,HCN2
684,HCN1,HCN4
685,HCN1,KCTD12
686,HCN1,KCTD16
687,HCN1,MAPK8IP1
688,HCN1,MAPK8IP2
689,HCN1,MAPK8IP3
690,HCN1,MPDZ
691,HCN1,NF1
692,HCN1,PAK1
693,HCN1,PAK3
694,HCN1,PEX5L
695,HCN1,PRKAR1A
696,HCN1,PRKAR1B
697,HCN1,RAB3IP
698,HCN1,RPH3A
699,HCN1,SH3D19
700,HCN1,SH3KBP1
701,HCN1,SHANK3
702,HCN1,SHROOM3
703,HCN1,SPHKAP
704,HCN1,SPTBN1
705,HCN1,SPTBN2
706,HCN1,TNS1
707,HERC2,AKAP9
708,HERC2,ANK2
709,HERC2,ARPC4
710,HERC2,CARM1
711,HERC2,CEP170
712,HERC2,CNOT1
713,HERC2,CORO1C
714,HERC2,CUX1
715,HERC2,DBN1
716,HERC2,DDX3X
717,HERC2,DOCK7
718,HERC2,DPYSL2
719,HERC2,DST
720,HERC2,EEF1A1
721,HERC2,FLII
722,HERC2,FXR1
723,HERC2,GM15800
724,HERC2,HDAC2
725,HERC2,KIAA1598
726,HERC2,KIF11
727,HERC2,KIF15
728,HERC2,KIF5B
729,HERC2,KIF5C
730,HERC2,MACF1
731,HERC2,MAP6
732,HERC2,MATR3
733,HERC2,MCM3
734,HERC2,MTAP7D1
735,HERC2,MYH10
736,HERC2,NEURL4
737,HERC2,NSD1
738,HERC2,PATZ1
739,HERC2,PPFIA1
740,HERC2,PPP1CA
741,HERC2,RAI1
742,HERC2,SEC23A
743,HERC2,SEC23IP
744,HERC2,SIPA1
745,HERC2,SORBS1
746,HERC2,SPTBN1
747,HERC2,SRGAP2
748,HERC2,SYNE2
749,HERC2,TACC3
750,HERC2,TAF4A
751,HERC2,TNIK
752,HERC2,TP53BP1
753,HERC2,TRERF1
754,HERC2,TRIM67
755,HERC2,UBE3A
756,HERC2,UBR4
757,HERC2,UPF1
758,HERC2,YWHAZ
759,HOMER1,AGAP2
760,HOMER1,BIN1
761,HOMER1,CALM1
762,HOMER1,CAMK2A
763,HOMER1,CNTN4
764,HOMER1,CYTH3
765,HOMER1,DLGAP1
766,HOMER1,DNM1
767,HOMER1,DOCK7
768,HOMER1,EFHD2
769,HOMER1,GIPC1
770,HOMER1,GRM1
771,HOMER1,GRM5
772,HOMER1,LZTS3
773,HOMER1,MAP3K5
774,HOMER1,MYH10
775,HOMER1,NCAM1
776,HOMER1,NCDN
777,HOMER1,PPIA
778,HOMER1,PPP3CA
779,HOMER1,PRKCA
780,HOMER1,SHANK1
781,HOMER1,SHANK2
782,HOMER1,SHANK3
783,HOMER1,SIRPA
784,HOMER1,SPTAN1
785,HOMER1,SPTBN1
786,HOMER1,SPTBN2
787,HOMER1,TNR
788,HOMER1,TRIM21
789,HOMER1,WASF1
790,HOMER1,YWHAB
791,HOMER1,YWHAE
792,HOMER1,YWHAH
793,HOMER1,YWHAZ
794,HUWE1,APPL1
795,HUWE1,ARHGEF12
796,HUWE1,ARHGEF18
797,HUWE1,ATP2B4
798,HUWE1,BIN1
799,HUWE1,CAMK2A
800,HUWE1,CAMK2B
801,HUWE1,CANX
802,HUWE1,CNP
803,HUWE1,CRMP1
804,HUWE1,DPYSL2
805,HUWE1,EPB41L3
806,HUWE1,ERC1
807,HUWE1,FAM171A2
808,HUWE1,GIT1
809,HUWE1,GLUL
810,HUWE1,HNRNPUL2
811,HUWE1,HOOK3
812,HUWE1,KANK2
813,HUWE1,KIAA0319
814,HUWE1,KIF21A
815,HUWE1,KIF5C
816,HUWE1,NOS1
817,HUWE1,NPTN
818,HUWE1,NSF
819,HUWE1,OGT
820,HUWE1,ORF61
821,HUWE1,PDE4A
822,HUWE1,PRKCG
823,HUWE1,PURA
824,HUWE1,RPS27A
825,HUWE1,SOGA3
826,HUWE1,SPTBN1
827,HUWE1,TNIK
828,HUWE1,TNR
829,HUWE1,TP53BP1
830,HUWE1,TRIM3
831,HUWE1,WDR81
832,HUWE1,WDR91
833,HUWE1,XRCC5
834,HUWE1,XRCC6
835,HUWE1,DPYSL2
836,HUWE1,EEF2
837,HUWE1,KANK2
838,HUWE1,NES
839,HUWE1,ORF61
840,HUWE1,TNIK
841,HUWE1,TP53BP1
842,HUWE1,TTC3
843,HUWE1,XRCC6
844,MYCBP2,AKAP12
845,MYCBP2,CAMK2A
846,MYCBP2,CAMK2B
847,MYCBP2,CYFIP2
848,MYCBP2,FBXO45
849,MYCBP2,G3BP2
850,MYCBP2,IQSEC3
851,MYCBP2,MATR3
852,MYCBP2,MTOR
853,MYCBP2,PDE1B
854,MYCBP2,PKN1
855,MYCBP2,SPTBN2
856,MYCBP2,SYT3
857,MYCBP2,TNIK
858,MYCBP2,UNC79
859,MYCBP2,WDR45
860,MYCBP2,CAMK2A
861,MYCBP2,DLG2
862,MYCBP2,IQSEC3
863,MYCBP2,SYNGAP1
864,MYCBP2,TNIK
865,MYCBP2,ABLIM1
866,MYCBP2,ABLIM3
867,MYCBP2,AKAP12
868,MYCBP2,ANK2
869,MYCBP2,APC
870,MYCBP2,ARHGAP21
871,MYCBP2,ARHGEF11
872,MYCBP2,ARHGEF2
873,MYCBP2,ARPC2
874,MYCBP2,ARPC3
875,MYCBP2,BC068157
876,MYCBP2,BCLAF1
877,MYCBP2,CAD
878,MYCBP2,CALM1
879,MYCBP2,CAPRIN1
880,MYCBP2,CARM1
881,MYCBP2,CCAR1
882,MYCBP2,CCDC177
883,MYCBP2,CCT3
884,MYCBP2,CCT4
885,MYCBP2,CLASP1
886,MYCBP2,CLASP2
887,MYCBP2,CORO1B
888,MYCBP2,CORO1C
889,MYCBP2,CSNK1A1
890,MYCBP2,CTTN
891,MYCBP2,DAPK1
892,MYCBP2,DBN1
893,MYCBP2,DCLK1
894,MYCBP2,DCTN1
895,MYCBP2,DCX
896,MYCBP2,DDX3X
897,MYCBP2,DOCK7
898,MYCBP2,DST
899,MYCBP2,DYNC1H1
900,MYCBP2,EEF2
901,MYCBP2,EFHD2
902,MYCBP2,EIF4A1
903,MYCBP2,ELAVL1
904,MYCBP2,EPM2AIP1
905,MYCBP2,EWSR1
906,MYCBP2,FBXO45
907,MYCBP2,FMR1
908,MYCBP2,FUS
909,MYCBP2,FXR1
910,MYCBP2,G3BP1
911,MYCBP2,G3BP2
912,MYCBP2,GNB2L1
913,MYCBP2,GSN
914,MYCBP2,HDAC2
915,MYCBP2,HERC2
916,MYCBP2,HIST1H2AH
917,MYCBP2,HIST1H4A
918,MYCBP2,HSPA9
919,MYCBP2,HUWE1
920,MYCBP2,IQGAP1
921,MYCBP2,KIAA1598
922,MYCBP2,KIF21B
923,MYCBP2,KPNA1
