,genes
1686,HAUS4
1687,SLC7A8
1688,OSGEP
1689,SLC22A17
1690,RNF31
1691,SCFD1
1692,G2E3
1693,HECTD1
1694,HNRNPC
1695,RPGRIP1
1696,SUPT16H
1697,TOX4
1698,GEMIN2
1699,TGM1
1700,TINF2
1701,SEMA6A
1702,TRPM7
1703,TYRO3
1704,WDR76
1705,CAPN3
1706,SNAP23
1707,TBX15
1708,PHGDH
1709,COL9A3
1710,EZR
1711,MYL6
1712,AGO1
1713,TEKT2
1714,CLSPN
1715,RFFL
1716,UNC13D
1717,MFSD11
1718,DPYSL2
1719,TGFB2
1720,GPATCH2
1721,NUP50
1722,CDC45
1723,COMT
1724,ECHDC1
1725,LRRFIP2
1726,SEC22C
1727,XYLB
1728,HDAC6
1729,OR1I1
1730,GABRP
1731,CDC6
1732,UPRT
1733,CDC23
1734,AAAS
1735,CBX5
1736,SUCO
1737,MSH2
1738,MAP3K1
1739,DHPS
1740,HOOK2
1741,ARCN1
1742,EPB41L4B
1743,TMEM38B
1744,PSMD5
1745,PTGS1
1746,NUP188
1747,CRAT
1748,SH2D3C
1749,NANS
1750,TBC1D2
1751,WHRN
1752,PDE6C
1753,CWF19L1
1754,SEMA4G
1755,BTAF1
1756,IKZF5
1757,TLL2
1758,CYP26A1
1759,SORBS1
1760,CRTAC1
1761,BAMBI
1762,IL11
1763,MYO3A
1764,WAC
1765,CREM
1766,NUBP2
1767,HIVEP1
1768,FKBP5
1769,SRPK1
1770,BRPF3
1771,MRPS18A
1772,TMEM14A
1773,EFHC1
1774,HSP90AB1
1775,MLN
1776,CDC5L
1777,ITPR3
1778,ZNF184
1779,DSP
1780,SIRT1
1781,HNRNPH3
1782,IFT74
1783,JAK2
1784,IL12RB1
1785,ABL1
1786,ACOT7
1787,SH3GLB1
1788,CDC7
1789,SYDE2
1790,PCSK5
1791,SCD
1792,TMED1
1793,ABLIM1
1794,ERMP1
1795,RAB18
1796,NRP1
1797,PRTFDC1
1798,PALMD
1799,TSPAN15
1800,H2AFY2
1801,WASHC2A
1802,MAST3
1803,MZF1
1804,OCEL1
1805,MYO9B
1806,KCNK6
1807,PSMD8
1808,FBXL19
1809,STX1B
1810,HSD3B7
1811,SETD1A
1812,BCL7C
1813,EFNA2
1814,CIRBP
1815,ATP5F1D
1816,CBARP
1817,HNRNPM
1818,MARCH2
1819,NDUFB7
1820,TECR
1821,TIMM13
1822,CDC34
1823,MTAP
1824,MISP
1825,CEP170B
1826,POLR2E
1827,POLRMT
1828,HCN2
1829,CDHR5
1830,IZUMO4
1831,RASSF7
1832,GADD45B
1833,PALM
1834,MADCAM1
1835,MKNK2
1836,ARVCF
1837,TRMT2A
1838,RANBP1
1839,ZDHHC8
1840,KLHL22
1841,MED15
1842,SNAP29
1843,CRKL
1844,LZTR1
1845,MMP11
1846,CECR2
1847,SMARCB1
1848,DERL3
1849,BCL2L13
1850,DDTL
1851,DDT
1852,CABIN1
1853,TBC1D10A
1854,SUSD2
1855,SF3A1
1856,GGT5
1857,RNF215
1858,SEC14L2
1859,SEC14L3
1860,SPECC1L
1861,PPIL2
1862,YPEL1
1863,SNRPD3
1864,PES1
1865,MAPK1
1866,GGT1
1867,PRODH
1868,PPM1F
1869,SLC35E4
1870,TOP3B
1871,CRYBB3
1872,ESS2
1873,MFNG
1874,CARD10
1875,LRP5L
1876,SLC25A1
1877,GRK3
1878,LGALS2
1879,GGA1
1880,HIRA
1881,SH3BP1
1882,SEZ6L
1883,LGALS1
1884,HPS4
1885,PIK3IP1
1886,SRRD
1887,PATZ1
1888,TRIOBP
1889,TFIP11
1890,GCAT
1891,ANKRD54
1892,EIF3L
1893,SNU13
1894,MICALL1
1895,POLR2F
1896,CCDC134
1897,DEPDC5
1898,PICK1
1899,TTC28
1900,SLC16A8
1901,CENPM
1902,SEPT3
1903,SLC5A4
1904,KDELR3
1905,DDX17
1906,DMC1
1907,TCF20
1908,HSCB
1909,CBY1
1910,TOMM22
1911,RSPH14
1912,XBP1
1913,RTCB
1914,JOSD1
1915,FBXO7
1916,GTPBP1
1917,POLDIP3
1918,RAB36
1919,TIMP3
1920,PPP6R2
1921,SBF1
1922,SUN2
1923,CYB5R3
1924,DNAL4
1925,LMF2
1926,RHBDD3
1927,PACSIN2
1928,TTLL1
1929,RASL10A
1930,AP1B1
1931,HMGXB4
1932,TOM1
1933,NEFH
1934,CHKB
1935,BIK
1936,HMOX1
1937,MCAT
1938,THOC5
1939,MCM5
1940,APOBEC3H
1941,ARSA
1942,TSPO
1943,RASD2
1944,TTLL12
1945,CBX7
1946,PDGFB
1947,ACR
1948,CABP7
1949,RPL3
1950,ZMAT5
1951,RBFOX2
1952,SYNGR1
1953,TAB1
1954,ASCC2
1955,MTMR3
1956,MIEF1
1957,APOL1
1958,PNPLA3
1959,MYH9
1960,SAMM50
1961,TXN2
1962,FOXRED2
1963,EIF3D
1964,TNRC6B
1965,SGSM3
1966,IFT27
1967,PVALB
1968,KIAA0930
1969,SLC25A17
1970,FAM118A
1971,KCTD17
1972,ST13
1973,IL2RB
1974,RBX1
1975,EP300
1976,L3MBTL2
1977,CHADL
1978,RANGAP1
1979,ZC3H7B
1980,PHF5A
1981,ACO2
1982,POLR3H
1983,TRMU
1984,PMM1
1985,DESI1
1986,CERK
1987,BRD1
1988,ZBED4
1989,HDAC10
1990,KCNK10
1991,ABHD4
1992,KHNYN
1993,FKBP3
1994,SDR39U1
1995,RBM23
1996,PRMT5
1997,COCH
1998,AP4S1
1999,POLE2
2000,VCPKMT
2001,SOS2
2002,CDKL1
2003,NIN
2004,PYGL
2005,TRIM9
2006,PSMC6
2007,GNPNAT1
2008,DDHD1
2009,CDKN3
2010,CNIH1
2011,CGRRF1
2012,ATP6V1D
2013,PLEK2
2014,PIGH
2015,PSMA3
2016,VTI1B
2017,TIMM9
2018,GSTZ1
2019,KIAA0586
2020,TMED8
2021,SAMD15
2022,AHSA1
2023,DAAM1
2024,ISM2
2025,SPTLC2
2026,RIN3
2027,LGMN
2028,ALKBH1
2029,SNW1
2030,ITPK1
2031,DHRS7
2032,PPM1A
2033,SIX4
2034,GALNT16
2035,CEP128
2036,ERH
2037,HIF1A
2038,SUSD6
2039,SRSF5
2040,SLC10A1
2041,EIF5
2042,DICER1
2043,ZFYVE21
2044,MTHFD1
2045,ZC3H14
2046,TELO2
2047,PCNX1
2048,BDKRB1
2049,GSKIP
2050,VRK1
2051,PSMC1
2052,PAPLN
2053,RPS6KA5
2054,PPP4R3A
2055,C14orf93
2056,PSMB5
2057,YY1
2058,ACIN1
2059,CCNB1IP1
2060,TRIP11
2061,APEX1
2062,PABPN1
2063,ARHGAP5
2064,CINP
2065,DHRS2
2066,SRP54
2067,CHD8
2068,PCK2
2069,KIAA0391
2070,DCAF11
2071,PSMA6
2072,NFKBIA
2073,EMC9
2074,PSME2
2075,BRMS1L
2076,REC8
2077,TM9SF1
2078,SEC23A
2079,GMPR2
2080,PNN
2081,RABGGTA
2082,NFATC4
2083,PLTP
2084,PCIF1
2085,GSS
2086,MMP9
2087,VSX1
2088,TRPC4AP
2089,PYGB
2090,ABHD12
2091,PROCR
2092,GINS1
2093,NINL
2094,UQCC1
2095,ZMYND8
2096,SGK2
2097,IFT52
2098,MYBL2
2099,R3HDML
2100,NDRG3
2101,C20orf24
2102,NFATC2
2103,RIMS4
2104,PABPC1L
2105,STK4
2106,ADNP
2107,PFDN4
2108,CSTF1
2109,BMP7
2110,RAE1
2111,TPD52L2
2112,DNAJC5
2113,NELFCD
2114,CTSZ
2115,PRPF6
2116,TUBB1
2117,PRELID3B
2118,MTG2
2119,PSMA7
2120,SLCO4A1
2121,MRGBP
2122,TCFL5
2123,DIDO1
2124,GID8
2125,ARFGAP1
2126,AVP
2127,EEF1A2
2128,PTK6
2129,GMEB2
2130,C20orf27
2131,SPEF1
2132,CDC25B
2133,ISM1
2134,RNF24
2135,ARFRP1
2136,NDUFAF5
2137,TRIB3
2138,RASSF2
2139,CSNK2A1
2140,RSPO4
2141,CDS2
2142,HM13
2143,SNPH
2144,MYLK2
2145,SEC23B
2146,FERMT1
2147,CCM2L
2148,PLCB4
2149,MYL9
2150,TM9SF4
2151,TLDC2
2152,CRNKL1
2153,POFUT1
2154,SAMHD1
2155,PAK5
2156,KIF3B
2157,MROH8
2158,NOP56
2159,MANBAL
2160,IDH3B
2161,MAPRE1
2162,JAG1
2163,CDK5RAP1
2164,SNTA1
2165,TTI1
2166,E2F1
2167,RPRD1B
2168,PXMP4
2169,CHMP4B
2170,CST3
2171,ASIP
2172,ACTR5
2173,WFDC2
2174,AHCY
2175,PPP1R16B
2176,FAM83D
2177,EPPIN
2178,DHX35
2179,DNTTIP1
2180,MAP1LC3A
2181,SYNDIG1
2182,PIGU
2183,TNNC2
2184,ACOT8
2185,APMAP
2186,CELF4
2187,ZNF516
2188,ADNP2
2189,RBFA
2190,USP14
2191,VAPA
2192,METTL4
2193,LPIN2
2194,SMCHD1
2195,MYOM1
2196,MYL12A
2197,CEP76
2198,ST8SIA5
2199,CEP192
2200,RNMT
2201,SMAD7
2202,LIPG
2203,LAMA1
2204,RNF125
2205,ANKRD12
2206,NOL4
2207,POLI
2208,MIB1
2209,RBBP8
2210,RIOK3
2211,CSTF2
2212,H2BFM
2213,PSMD10
2214,ATG4A
2215,STS
2216,TBL1X
2217,GPR143
2218,PGRMC1
2219,POLA1
2220,MID1
2221,NKAP
2222,RHOXF1
2223,NXT2
2224,ALG13
2225,PRPS2
2226,MOSPD1
2227,AMMECR1
2228,CHRDL1
2229,WDR13
2230,SUV39H1
2231,SRPX
2232,GLRA2
2233,XIAP
2234,STAG2
2235,ATP11C
2236,MCF2
2237,ABCD1
2238,CCDC22
2239,SYP
2240,PLP2
2241,PLS3
2242,NAA10
2243,RENBP
2244,ELF4
2245,SMARCA1
2246,MTMR8
2247,ASB9
2248,ZC3H12B
2249,RBBP7
2250,KCND1
2251,SLC25A14
2252,FMR1
2253,PIM2
2254,SCML2
2255,SLC35A2
2256,PQBP1
2257,PCSK1N
2258,EMD
2259,TAZ
2260,RAB40AL
2261,PGK1
2262,GATA1
2263,MAGT1
2264,SMS
2265,PHEX
2266,UBL4A
2267,CD99L2
2268,EEA1
2269,GPR50
2270,RP2
2271,JADE3
2272,CDK16
2273,USP11
2274,PCYT1B
2275,HTATSF1
2276,VGLL1
2277,TIMP1
2278,KLHL4
2279,GABRE
2280,FGD1
2281,PIN4
2282,PORCN
2283,MAGED2
2284,RBM3
2285,KLF8
2286,SRPX2
2287,SYTL4
2288,CENPI
2289,DRP2
2290,TAF7L
2291,PBDC1
2292,GLA
2293,ARMCX3
2294,BEX4
2295,RUBCNL
2296,NALCN
2297,NDFIP2
2298,FNDC3A
2299,MLNR
2300,CDADC1
2301,CAB39L
2302,KLF5
2303,STK24
2304,ACP5
2305,DNAJC3
2306,UGGT2
2307,ARHGEF7
2308,FGF9
2309,SGCG
2310,PARP4
2311,SUPT20H
2312,MRPS31
2313,SLC25A15
2314,KPNA3
2315,FLT1
2316,RGCC
2317,VWA8
2318,DGKH
2319,KATNAL1
2320,INTS6
2321,DHRS12
2322,TSC22D1
2323,CLN5
2324,MSLN
2325,MGRN1
2326,ZNF629
2327,TRADD
2328,HSF4
2329,CORO1A
2330,MAPK3
2331,GDPD3
2332,ELMO3
2333,PHKB
2334,LYRM1
2335,NUTF2
2336,NUP93
2337,CENPT
2338,TSNAXIP1
2339,NFAT5
2340,LONP2
2341,N4BP1
2342,CBLN1
2343,ARL2BP
2344,PLLP
2345,ZNF423
2346,CCL22
2347,DHODH
2348,CCL17
2349,CTCF
2350,ACD
2351,POLR2C
2352,PARD6A
2353,ZNF821
2354,MMP15
2355,USB1
2356,CYB5B
2357,CCDC113
2358,NME3
2359,NDRG4
2360,PSMD7
2361,SETD6
2362,SLC38A7
2363,VAC14
2364,HAS3
2365,TANGO6
2366,COG4
2367,SMPD3
2368,SLC7A6OS
2369,SLC7A6
2370,PLA2G15
2371,ESRP2
2372,FA2H
2373,WDR59
2374,MON1B
2375,CMC2
2376,AXIN1
2377,HCFC1R1
2378,NPRL3
2379,MLYCD
2380,MPG
2381,NECAB2
2382,HSDL1
2383,TAF1C
2384,NAGPA
2385,SEC14L5
2386,COTL1
2387,USP10
2388,CRISPLD2
2389,TSC2
2390,ZNF500
2391,NME4
2392,ABCC1
2393,NOMO3
2394,LMF1
2395,FOXF1
2396,NARFL
2397,MTHFSD
2398,CLCN7
2399,HAGHL
2400,FAM173A
2401,SLC7A5
2402,METRN
2403,FBXO31
2404,STUB1
2405,RHBDL1
2406,NUBP1
2407,UBE2I
2408,CRYM
2409,CAPN15
2410,PIEZO1
2411,GSPT1
2412,ZNF174
2413,CLUAP1
2414,UBFD1
2415,EARS2
2416,ELOB
2417,GGA2
2418,AQP8
2419,CPPED1
2420,USP31
2421,HMOX2
2422,DNAJA3
2423,BFAR
2424,SALL1
2425,TOX3
2426,RBL2
2427,QPRT
2428,XYLT1
2429,RPGRIP1L
2430,MAZ
2431,STX4
2432,CDIPT
2433,BCKDK
2434,KAT8
2435,IL21R
2436,SYT17
2437,TMC5
2438,CCP110
2439,VPS35L
2440,RNF40
2441,KNOP1
2442,AAGAB
2443,IQCH
2444,LACTB
2445,CORO2B
2446,CSK
2447,HERC1
2448,TRIP4
2449,MTFMT
2450,AP3B2
2451,ACSBG1
2452,IGDCC4
2453,RAB11A
2454,CTSH
2455,TTC23
2456,CD276
2457,FAH
2458,CEMIP
2459,RPAP1
2460,HOMER2
2461,EHD4
2462,TMEM87A
2463,ZNF106
2464,CEP152
2465,OCA2
2466,DTWD1
2467,FAM189A1
2468,GABPB1
2469,TJP1
2470,BMF
2471,DMXL2
2472,SCG3
2473,DNAJC17
2474,EIF3J
2475,SPG11
2476,RHOV
2477,VPS18
2478,OIP5
2479,SLC30A4
2480,BLOC1S6
2481,MYEF2
2482,SGK3
2483,PDGFRL
2484,CSPP1
2485,ZDHHC2
2486,BRF2
2487,TRIM35
2488,ZFAND1
2489,CA2
2490,FZD3
2491,INTS9
2492,RIPK2
2493,EYA1
2494,NBN
2495,TRPA1
2496,CPQ
2497,DECR1
2498,CALB1
2499,IMPAD1
2500,SFRP1
2501,LAPTM4B
2502,UBE2W
2503,POP1
2504,NIPAL2
2505,IKBKB
2506,PLAT
2507,JPH1
2508,STK3
2509,GDAP1
2510,RAB2A
2511,EIF3E
2512,EMC2
2513,NDRG1
2514,ZC2HC1A
2515,ARMC1
2516,TRPS1
2517,SPAG1
2518,CHRAC1
2519,NCALD
2520,SNX16
2521,UBR5
2522,GSDMD
2523,TSTA3
2524,PYCR3
2525,EEF1D
2526,SQLE
2527,SH2D4A
2528,INTS10
2529,ERI1
2530,SLC39A14
2531,MTMR9
2532,LEPROTL1
2533,DCTN6
2534,R3HCC1
2535,GSR
2536,TNFRSF10A
2537,UBXN8
2538,PPP2CB
2539,ERICH1
2540,NEFM
2541,TUSC3
2542,ARHGEF10
2543,KLHDC4
2544,MCM4
2545,KCTD9
2546,ASAH1
2547,BNIP3L
2548,MAN2B1
2549,TULP2
2550,NUCB1
2551,DHDH
2552,GYS1
2553,MAP4K1
2554,ECH1
2555,HNRNPL
2556,NFKBIB
2557,LHB
2558,CGB3
2559,TUBB4A
2560,SARS2
2561,KCNA7
2562,SNRNP70
2563,CLPTM1
2564,RELB
2565,CLASRP
2566,LIN7B
2567,PPP1R37
2568,FCGRT
2569,PIH1D1
2570,ARHGEF18
2571,PPP1R13L
2572,PEX11G
2573,ERCC2
2574,DOT1L
2575,PLEKHJ1
2576,SLC17A7
2577,RNASEH2A
2578,KLC3
2579,CD37
2580,SF3A2
2581,AMH
2582,DKKL1
2583,OAZ1
2584,TRMT1
2585,STX10
2586,DMPK
2587,TBC1D17
2588,IL4I1
2589,TLE6
2590,CCDC130
2591,PTOV1
2592,AES
2593,NOVA2
2594,SGTA
2595,MED25
2596,SNAPC2
2597,C19orf53
2598,TIMM44
2599,CCDC61
2600,IL27RA
2601,ASF1B
2602,TNNT1
2603,VRK3
2604,FAM32A
2605,PPP6R1
2606,C19orf44
2607,MED26
2608,OLFM2
2609,AKAP8
2610,ILVBL
2611,ZNF419
2612,SYDE1
2613,SLC1A6
2614,AURKC
2615,POP4
2616,CCNE1
2617,URI1
2618,PDCD5
2619,ANKRD27
2620,RPS16
2621,TIMM50
2622,FBL
2623,DYRK1B
2624,CNTD2
2625,GPI
2626,AKT2
2627,PLD3
2628,PRX
2629,PIAS4
2630,NUMBL
2631,CCDC94
2632,TBCB
2633,FSD1
2634,POLR2I
2635,OVOL3
2636,CLIP3
2637,ZFR2
2638,SLC1A5
2639,PRKD2
2640,TJP3
2641,APLP1
2642,CACTIN
2643,CCDC9
2644,HNRNPUL1
2645,FZR1
2646,BBC3
2647,TGFB1
2648,DENND3
2649,DMAC2
2650,PLIN3
2651,MYH14
2652,MRPL4
2653,SIGLEC8
2654,CD79A
2655,LIM2
2656,ICAM4
2657,RPS19
2658,NOP53
2659,NKG7
2660,ICAM5
2661,ETFB
2662,CD33
2663,BABAM1
2664,TYK2
2665,SULT2A1
2666,CDC37
2667,NAPA
2668,RABAC1
2669,ATP1A3
2670,MEIS3
2671,PTPRS
2672,CNFN
2673,MEGF8
2674,KDELR1
2675,CYTH2
2676,GRWD1
2677,GRIN2D
2678,SYNGR4
2679,CLEC11A
2680,CARD8
2681,LIG1
2682,ZNF175
2683,PLA2G4C
2684,RAB3D
2685,DBP
2686,TMEM205
2687,CAPS
2688,PLPPR2
2689,FAM83E
2690,RASIP1
2691,BCAT2
2692,MIER2
2693,PLEKHA4
2694,PPP2R1A
2695,TNPO2
2696,WDR83OS
2697,CACNG7
2698,GCDH
2699,LILRB5
2700,DNASE2
2701,MAST1
2702,LENG1
2703,PRPF31
2704,TFPT
2705,RPL18A
2706,KCNN1
2707,ARRDC2
2708,PIK3R2
2709,RAB3A
2710,ISYNA1
2711,ELL
2712,CRTC1
2713,COMP
2714,UPK1A
2715,COPE
2716,DDX49
2717,ETV2
2718,ARMC6
2719,TMEM147
2720,GAPDHS
2721,TMEM59L
2722,USF2
2723,LSR
2724,KXD1
2725,FKBP8
2726,SUGP1
2727,ZNF14
2728,SCN1B
2729,PBX4
2730,ERF
2731,GSK3A
2732,ATP13A1
2733,ZNF574
2734,GRIK5
2735,SIPA1L3
2736,ZNF85
2737,ETHE1
2738,CADM4
2739,SMG9
2740,AVL9
2741,RUNDC3B
2742,CFAP69
2743,GTPBP10
2744,RASA4
2745,CDK6
2746,PMPCB
2747,DNAJC2
2748,TFPI2
2749,BET1
2750,NAMPT
2751,TWISTNB
2752,PON2
2753,ITGB8
2754,HBP1
2755,DUS4L
2756,SP4
2757,WDR91
2758,DNAH11
2759,CBLL1
2760,DLX5
2761,MTPN
2762,STEAP1B
2763,PTN
2764,MPP6
2765,GSDME
2766,ZC3HAV1
2767,TTC26
2768,OGDH
2769,ADAP1
2770,H2AFV
2771,CAV2
2772,CAV1
2773,MET
2774,RNF32
2775,LMBR1
2776,HOXA1
2777,DNAJB6
2778,HOXA2
2779,HOXA3
2780,LFNG
2781,HOXA5
2782,HOXA6
2783,BRAT1
2784,IQCE
2785,ANKRD7
2786,TSPAN12
2787,SSBP1
2788,HOXA13
2789,CPED1
2790,HIBADH
2791,TAX1BP1
2792,CPVL
2793,CHN2
2794,GRB10
2795,ABHD11
2796,COBL
2797,FKBP14
2798,PLEKHA8
2799,STX1A
2800,NOD1
2801,GARS
2802,CRHR2
2803,EPHB6
2804,MINDY4
2805,CASP2
2806,CHCHD2
2807,HSPB1
2808,NPTX2
2809,PDAP1
2810,BUD31
2811,PTCD1
2812,ZKSCAN1
2813,EIF3B
2814,SNX8
2815,NUDT1
2816,TAF6
2817,WASL
2818,AIMP2
2819,MOSPD3
2820,PCOLCE
2821,FBXO24
2822,RBM28
2823,USP42
2824,IMPDH1
2825,AGFG2
2826,LSM5
2827,SERPINE1
2828,AP1S1
2829,MOGAT3
2830,C1GALT1
2831,PLOD3
2832,RPA3
2833,ZNHIT1
2834,CLDN15
2835,GLCCI1
2836,PHF14
2837,NRF1
2838,TMEM106B
2839,EZH2
2840,CEP41
2841,ZNF862
2842,MEST
2843,MEOX2
2844,ANKMY2
2845,ACTR3C
2846,TSPAN13
2847,RARRES2
2848,AHR
2849,CHCHD3
2850,TMEM176B
2851,GLI3
2852,PSMA2
2853,MRPL32
2854,COA1
2855,BLVRA
2856,URGCP
2857,TMEM248
2858,RHEB
2859,PRKAG2
2860,POLD2
2861,BCL7B
2862,YKT6
2863,TBL2
2864,CLIP2
2865,EIF4H
2866,LIMK1
2867,SLC1A1
2868,LHX2
2869,FKTN
2870,FSD1L
2871,CNTNAP3
2872,SPIN1
2873,NMRK1
2874,TMEM245
2875,PRUNE2
2876,MEGF9
2877,TRIM14
2878,CORO2A
2879,TGFBR1
2880,SEC61B
2881,TLE4
2882,LHX6
2883,PTGR1
2884,SUSD1
2885,AKNA
2886,DNM1
2887,ENG
2888,AK1
2889,CDC37L1
2890,RLN2
2891,PLGRKT
2892,TBC1D13
2893,RIC1
2894,KDM4C
2895,DOCK8
2896,KANK1
2897,ELAVL2
2898,NCS1
2899,TESK1
2900,FUBP3
2901,CREB3
2902,RGP1
2903,MPDZ
2904,DDX58
2905,EDF1
2906,PIP5K1B
2907,GLIS3
2908,BAG1
2909,RAPGEF1
2910,NPDC1
2911,APBA1
2912,SETX
2913,SH3GL2
2914,ABCA2
2915,SHB
2916,UBE2R2
2917,ABHD17B
2918,EXOSC3
2919,ZFAND5
2920,DVL1
2921,PDLIM1
2922,CCNJ
2923,GATA3
2924,ATRNL1
2925,HPS1
2926,PHYH
2927,DNMBP
2928,RAB11FIP2
2929,CXCL12
2930,ERLIN1
2931,EIF3A
2932,TRDMT1
2933,DDX50
2934,MAPK8
2935,SEC23IP
2936,ATE1
2937,NSMCE4A
2938,PLEKHA1
2939,PALD1
2940,UNC5B
2941,CDH23
2942,VSIR
2943,SPOCK2
2944,MICU1
2945,PPP3CB
2946,CCSER2
2947,BMPR1A
2948,MINPP1
2949,ACTA2
2950,LIPA
2951,TLX1
2952,TWNK
2953,LZTS2
2954,SFXN3
2955,KAZALD1
2956,FBXW4
2957,FGF8
2958,NPM3
2959,TNKS2
2960,PITX3
2961,GBF1
2962,ARHGAP21
2963,CPEB3
2964,FBXL15
2965,CUEDC2
2966,SUFU
2967,ANKRD26
2968,ACBD5
2969,LHPP
2970,LARP4B
2971,GTPBP4
2972,EDRF1
2973,BCCIP
2974,MTPAP
2975,NEURL1
2976,SH3PXD2A
2977,PITRM1
2978,STN1
2979,MAP3K8
2980,DKK1
2981,EBF3
2982,GLRX3
2983,SORCS1
2984,FAM208B
2985,XPNPEP1
2986,SMC3
2987,SHOC2
2988,TFAM
2989,CCDC6
2990,CUL2
2991,CCNY
2992,UBE2S
2993,RPL28
2994,ZMIZ1
2995,DNAJC12
2996,PPIF
2997,PBLD
2998,TSPAN14
2999,LGI1
3000,TBC1D12
3001,CYP2C18
3002,NUFIP2
3003,GIT1
3004,RPL19
3005,FBXL20
3006,RUNDC3A
3007,UBTF
3008,PSMD3
3009,CASC3
3010,RAPGEFL1
3011,RGS9
3012,RNF43
3013,WNT3
3014,ASPA
3015,RAD51C
3016,SEPT4
3017,MTMR4
3018,TRIM37
3019,DHX40
3020,TUBD1
3021,KPNB1
3022,GOSR2
3023,PNPO
3024,RPS6KB1
3025,TRIM16L
3026,CDK5RAP3
3027,CBX1
3028,RECQL5
3029,PIGL
3030,GALK1
3031,INTS2
3032,CAMTA2
3033,MED13
3034,HOXB6
3035,ENO3
3036,PFN1
3037,RNF167
3038,SLC25A11
3039,RASD1
3040,CHRNE
3041,RAI1
3042,NUP88
3043,C1QBP
3044,BLMH
3045,CPD
3046,GOSR1
3047,CCDC47
3048,MED31
3049,DRG2
3050,FTSJ3
3051,AKAP10
3052,ALDH3A1
3053,SMARCD2
3054,SYNGR2
3055,B9D1
3056,UTP6
3057,DDX5
3058,C17orf75
3059,CYTH1
3060,PSMD11
3061,LGALS3BP
3062,CCL7
3063,CCL2
3064,PEX12
3065,DHX58
3066,KAT2A
3067,RAB5C
3068,NAGLU
3069,HSD17B1
3070,MLX
3071,CNTNAP1
3072,EZH1
3073,DLX4
3074,PPP1R9B
3075,COL1A1
3076,PTGES3L-AARSD1
3077,MRPL27
3078,VAT1
3079,LRRC59
3080,RND2
3081,ALOX12
3082,HDAC5
3083,LUC7L3
3084,MPP2
3085,SMURF2
3086,DUSP3
3087,EFTUD2
3088,HLF
3089,SLC16A6
3090,PRKAR1A
3091,EFNB3
3092,YWHAE
3093,MMD
3094,RANGRF
3095,DPH1
3096,MAP2K6
3097,DHRS7B
3098,WSB1
3099,SLC9A3R1
3100,MYH3
3101,NAT9
3102,TMEM104
3103,VTN
3104,TNFAIP1
3105,IFT20
3106,TMEM97
3107,CDR2L
3108,PMP22
3109,UNC119
3110,ALDOC
3111,SUPT6H
3112,RAB34
3113,PHF12
3114,TMEM33
3115,GNRHR
3116,SLAIN2
3117,OCIAD1
3118,DCUN1D4
3119,USP46
3120,CHIC2
3121,NMU
3122,KIAA1211
3123,LAMTOR3
3124,NFKB1
3125,MANBA
3126,UBE2D3
3127,MAPK10
3128,ELF2
3129,NDUFC1
3130,TBC1D9
3131,ZNF330
3132,INPP4B
3133,GAB1
3134,KLHL2
3135,CPE
3136,RPL34
3137,WFS1
3138,GRPEL1
3139,GAR1
3140,FRG1
3141,CLCN3
3142,AADAT
3143,GALNT7
3144,DHX15
3145,SEPSECS
3146,CPZ
3147,TRIM2
3148,SLC2A9
3149,FBXW7
3150,NEIL3
3151,TBC1D19
3152,CLNK
3153,NSD2
3154,SH3D19
3155,STIM2
3156,NKX3-2
3157,MFSD10
3158,GLRB
3159,BST1
3160,RAPGEF2
3161,SNX25
3162,LRP2BP
3163,UFSP2
3164,KLF3
3165,KLHL5
3166,FAM149A
3167,NCAPG
3168,UGDH
3169,PPARGC1A
3170,DDX25
3171,HTATIP2
3172,CTSC
3173,CCDC34
3174,ZBTB16
3175,ELP4
3176,ZPR1
3177,MTCH2
3178,FNBP4
3179,TECTA
3180,SC5D
3181,JHY
3182,B3GAT1
3183,HSPA8
3184,VWA5A
3185,DNAJC4
3186,SIAE
3187,SNX15
3188,LPXN
3189,DTX4
3190,ATG2A
3191,EHD1
3192,OSBP
3193,UNC93B1
3194,PUS3
3195,DCPS
3196,KMT5B
3197,FOXRED1
3198,PPP6R3
3199,NRXN2
3200,ST3GAL4
3201,CPT1A
3202,CCND1
3203,CCDC86
3204,PRPF19
3205,TMEM109
3206,CCKBR
3207,HPX
3208,TRIM3
3209,CHORDC1
3210,FOLR1
3211,ANAPC15
3212,PANX1
3213,ARHGEF17
3214,CEP164
3215,RNF141
3216,CEP126
3217,EIF4G2
3218,GALNT18
3219,BIRC2
3220,UBE4A
3221,DDX6
3222,CBL
3223,NECTIN1
3224,HIPK3
3225,KIAA1549L
3226,FBXO3
3227,PDHX
3228,COMMD9
3229,ACCS
3230,MDK
3231,AMBRA1
3232,MADD
3233,PTPMT1
3234,NAA40
3235,CARS
3236,SLC22A18
3237,CD81
3238,SLC35F2
3239,ELMOD1
3240,SOX6
3241,C11orf58
3242,PITPNM1
3243,RPS13
3244,AIP
3245,NUP98
3246,NDUFS8
3247,TCIRG1
3248,CHKA
3249,EXPH5
3250,HPS5
3251,GTF2H1
3252,POU2AF1
3253,PSMD9
3254,P3H3
3255,PPFIBP1
3256,PRPF40B
3257,PRDM4
3258,CLEC2B
3259,COQ5
3260,CORO1C
3261,ASIC1
3262,CAPRIN2
3263,TSPAN11
3264,KCTD10
3265,SLC11A2
3266,MLEC
3267,MVK
3268,CSRNP2
3269,CAMKK2
3270,BIN2
