,genes
4853,CAPNS1
4854,PDCD2L
4855,RBM42
4856,KIRREL2
4857,UBA2
4858,COX6B1
4859,THRA
4860,CCR7
4861,NR1D1
4862,FRMD8
4863,PRDX5
4864,BCL2L12
4865,IRF3
4866,PRMT1
4867,RRAS
4868,PRRG2
4869,SCAF1
4870,PRR12
4871,TSKS
4872,FLRT1
4873,ASL
4874,SBDS
4875,STAT5A
4876,WNK4
4877,BECN1
4878,PRKCG
4879,TRAP1
4880,NSRP1
4881,DNAJC8
4882,AHDC1
4883,IFI6
4884,DACH2
4885,ZNF384
4886,EMG1
4887,UXT
4888,CFP
4889,ELK1
4890,TIMM17B
4891,PCNX4
4892,ATG14
4893,KTN1
4894,SIX1
4895,DLGAP5
4896,L3HYPDH
4897,HSPA2
4898,ZBTB1
4899,TRMT5
4900,SGPP1
4901,PLEKHG3
4902,RHOT1
4903,EVI2A
4904,WDR60
4905,AIF1L
4906,FAM78A
4907,NUP214
4908,AVPR2
4909,SLC10A3
4910,MAP2K2
4911,HNRNPH2
4912,TMEM35A
4913,TIMM8A
4914,ZC4H2
4915,CANX
4916,INTS11
4917,IPPK
4918,ZNF484
4919,FGD3
4920,HIVEP3
4921,PPCS
4922,BCL11B
4923,COX7C
4924,TRAF2
4925,ABHD8
4926,HRASLS
4927,HELB
4928,RAP1B
4929,TSPAN8
4930,BEST3
4931,RAB3IP
4932,PTPRB
4933,DYRK2
4934,YEATS4
4935,TAS2R4
4936,TAS2R5
4937,LRRC61
4938,IDUA
4939,FGFRL1
4940,TMEM175
4941,AUNIP
4942,PIN1
4943,FBXL12
4944,EMC1
4945,UBR4
4946,HP1BP3
4947,ADGRE2
4948,SIN3B
4949,SLC35E1
4950,EPS15L1
4951,KLF2
4952,OR7C1
4953,F2RL3
4954,UQCR11
4955,GFER
4956,SYNGR3
4957,PKMYT1
4958,WDR24
4959,FBXL16
4960,CHTF18
4961,GNG13
4962,MACF1
4963,SMARCA4
4964,KDM4B
4965,TICAM1
4966,METTL25
4967,EMC6
4968,METTL16
4969,TUBA4A
4970,VIL1
4971,AAMP
4972,PNKD
4973,TNFRSF19
4974,RNF6
4975,ECHS1
4976,ZNF835
4977,AKAP9
4978,GNG11
4979,SEM1
4980,GNGT1
4981,HIP1
4982,PTPN12
4983,POR
4984,STYXL1
4985,STEAP4
4986,GNAI1
4987,PEX1
4988,MTERF1
4989,SGCE
4990,RBM48
4991,CASD1
4992,ZNF780B
4993,LRFN1
4994,ZFP36
4995,SRD5A3
4996,SPINK2
4997,RASL11B
4998,PAICS
4999,PPAT
5000,TUBGCP6
5001,DGCR6L
5002,DGCR8
5003,ASPHD2
5004,VPREB3
5005,SDF2L1
5006,GAL3ST1
5007,YWHAH
5008,RFPL1
5009,GNAZ
5010,MGAT3
5011,ADORA2A
5012,ATF4
5013,A4GALT
5014,RFPL3
5015,CDC42EP1
5016,TPST2
5017,BAIAP2L2
5018,MPST
5019,GALR3
5020,TST
5021,IGLL1
5022,APOL2
5023,RAC2
5024,LIF
5025,C22orf23
5026,APOBEC3F
5027,RIBC2
5028,KRT17
5029,EMC4
5030,RNF112
5031,SPECC1
5032,CPA4
5033,DOCK4
5034,POT1
5035,ATP6V1F
5036,LSM8
5037,CDHR3
5038,PRKRIP1
5039,VGF
5040,PODXL
5041,FOXP2
5042,STRIP2
5043,IFT22
5044,MKLN1
5045,DNAJB9
5046,FLNC
5047,LRRC4
5048,CALU
5049,CCDC136
5050,SMO
5051,IRF5
5052,LRRC17
5053,KLHDC10
5054,NDUFA5
5055,FEZF1
5056,OPN1SW
5057,MRPS12
5058,MYO1B
5059,HOXD1
5060,HOXD3
5061,MTX2
5062,PDE11A
5063,CHN1
5064,GAD1
5065,OSGEPL1
5066,ORMDL1
5067,HAT1
5068,HOXD9
5069,HOXD10
5070,HOXD11
5071,HOXD13
5072,HERC2
5073,SNRPN
5074,PSMG2
5075,TWSG1
5076,ARHGAP22
5077,EIF2AK4
5078,MYO5C
5079,CGNL1
5080,TMOD2
5081,TTBK2
5082,ELL3
5083,CCDC32
5084,INO80
5085,ICE2
5086,DLL4
5087,ALDH1A2
5088,MINDY2
5089,IVD
5090,KNSTRN
5091,DUT
5092,CHAC1
5093,CLN6
5094,ARPP19
5095,VPS13C
5096,CALML4
5097,THAP10
5098,LOXL1
5099,ACKR4
5100,ANAPC13
5101,MBD4
5102,COPB1
5103,PSMA1
5104,SUMF2
5105,PALLD
5106,SPCS3
5107,SERGEF
5108,KCNC1
5109,TPH1
5110,E2F8
5111,DCTD
5112,SOX15
5113,PIMREG
5114,RPAIN
5115,USP6
5116,SHBG
5117,PLD2
5118,AIPL1
5119,CD68
5120,TXNDC17
5121,ATP1B2
5122,FXR2
5123,KIF1C
5124,MPDU1
5125,PHF20L1
5126,CCNT1
5127,PUS7L
5128,KRI1
5129,ILF3
5130,SLC44A2
5131,AP1M2
5132,CDKN2D
5133,MTUS1
5134,KLK14
5135,KLK10
5136,KLK8
5137,NGDN
5138,RAB2B
5139,BCL2L2
5140,AJUBA
5141,DTD2
5142,PARP2
5143,HEATR5A
5144,FOXA1
5145,SNX6
5146,EAPP
5147,EGLN3
5148,MIS18BP1
5149,NRL
5150,NEDD8
5151,DAD1
5152,TEP1
5153,EPB41L4A
5154,CDO1
5155,REEP5
5156,ITFG1
5157,QRICH2
5158,SEC14L1
5159,RHBDF2
5160,AANAT
5161,ARHGEF6
5162,MAP7D3
5163,FGF13
5164,ASH2L
5165,TTI2
5166,CHRNA10
5167,CDKN1C
5168,SGO1
5169,RPS4Y1
5170,KLF16
5171,TMEM8A
5172,DOHH
5173,MAU2
5174,SHC2
5175,PLPPR3
5176,ABHD17A
5177,SYT5
5178,TNNI3
5179,CBFA2T3
5180,GAMT
5181,PUDP
5182,ERMARD
5183,PHF10
5184,GALNT8
5185,CRACR2A
5186,NXNL2
5187,STARD8
5188,FAM155B
5189,GDPD2
5190,SAT1
5191,GNL3L
5192,SH3BP4
5193,MOSPD2
5194,DOCK6
5195,ECSIT
5196,LDLR
5197,ELOF1
5198,ANGPTL8
5199,PRKCSH
5200,CNN1
5201,CDC16
5202,THEM6
5203,NECTIN2
5204,APOE
5205,TOMM40
5206,APOC1
5207,GADD45G
5208,LRCH2
5209,XPO7
5210,FAM98C
5211,SAFB2
5212,RPL36
5213,ATP8B3
5214,GDF1
5215,KIF1A
5216,GTPBP3
5217,BST2
5218,SLC27A1
5219,NSUN5
5220,USHBP1
5221,COLGALT1
5222,DDA1
5223,MRPL34
5224,PGLS
5225,LSM7
5226,TULP4
5227,SNX9
5228,RTN4IP1
5229,QRSL1
5230,C6orf203
5231,RSPH3
5232,MLLT1
5233,AFDN
5234,ACTN4
5235,STK33
5236,NDUFA10
5237,EPO
5238,ARPC1B
5239,CACNG6
5240,ZSWIM6
5241,FCHO1
5242,UNC13A
5243,MAP1S
5244,SCO2
5245,PXDN
5246,SSBP4
5247,GDF15
5248,PGPEP1
5249,IQCN
5250,LSM4
5251,JUND
5252,HRC
5253,TRPM4
5254,SULT4A1
5255,ZNF557
5256,CRB3
5257,OLFM1
5258,CAMSAP1
5259,UBAC1
5260,ZBTB46
5261,HELZ2
5262,SAMD10
5263,COL5A1
5264,ATXN10
5265,TUBGCP2
5266,CYP2E1
5267,PNPLA7
5268,HBZ
5269,PAK4
5270,MNX1
5271,ZNF337
5272,CEP85
5273,TAF4
5274,GATA5
5275,LAMA5
5276,OSBPL2
5277,ADRM1
5278,ASS1
5279,PRDM12
5280,EXOSC2
5281,POMT1
5282,UCK1
5283,FIBCD1
5284,PRRC2B
5285,CHMP2A
5286,UBE2M
5287,TRIM28
5288,METTL26
5289,YIPF2
5290,ATG4D
5291,EIF2S3
5292,TMEM160
5293,ZC3H4
5294,NPAS1
5295,GMFG
5296,MAP3K10
5297,ARHGEF16
5298,LRRC47
5299,SESN2
5300,SMPDL3B
5301,ATP5IF1
5302,MED18
5303,THEMIS2
5304,CLIP1
5305,CCDC62
5306,HIP1R
5307,ZNF317
5308,PPAN
5309,EIF3G
5310,ANGPTL6
5311,C19orf66
5312,DNMT1
5313,ZNF426
5314,SLC6A8
5315,PNCK
5316,DKC1
5317,PLXNA3
5318,DUSP9
5319,MPP1
5320,ZNF331
5321,ZNF236
5322,LRP3
5323,C12orf65
5324,NOL11
5325,UBE4B
5326,CASZ1
5327,PKDREJ
5328,HABP4
5329,FBP2
5330,SLC35D2
5331,PRRG1
5332,UBA1
5333,POLN
5334,PPIL4
5335,ULBP2
5336,AKAP12
5337,SYNE1
5338,ULBP3
5339,LATS1
5340,EPS8L1
5341,AAR2
5342,RBM39
5343,ZNF341
5344,GGT7
5345,ACSS2
5346,EDA2R
5347,ARHGEF9
5348,C1QL1
5349,GFAP
5350,PYY
5351,HIGD1B
5352,ATP6V1E1
5353,ZNF227
5354,ZNF428
5355,ZNF141
5356,COX4I1
5357,EMC8
5358,GSE1
5359,AC010531.1
5360,GINS2
5361,CHMP1A
5362,SH3BGRL
5363,COX7B
5364,F12
5365,PRR7
5366,NFATC1
5367,GJA9
5368,CAP1
5369,PPT1
5370,RAB11FIP4
5371,RLIM
5372,CDX4
5373,ABCB7
5374,TRAF3
5375,HAUS8
5376,MRPS25
5377,SH3BP5
5378,HACL1
5379,TBC1D5
5380,CAPN7
5381,RFTN1
5382,RBSN
5383,SLC6A6
5384,KCNC3
5385,NAPSA
5386,NR1H2
5387,LRRC4B
5388,PDLIM4
5389,KIF3A
5390,MGAT1
5391,GFPT2
5392,TUBG1
5393,PSME3
5394,RPL27
5395,PSMC3IP
5396,AOC3
5397,ACLY
5398,VPS25
5399,RAMP2
5400,AOC2
5401,NDUFA2
5402,ANKHD1
5403,DIAPH1
5404,NDFIP1
5405,UBE2D2
5406,EXOC4
5407,ACAP3
5408,C1orf159
5409,ANO1
5410,PPFIA1
5411,TMEM204
5412,KREMEN2
5413,THOC6
5414,TRAF7
5415,BARX1
5416,NINJ1
5417,CA6
5418,NPHP4
5419,MAP1B
5420,IL13RA1
5421,WDR44
5422,CKMT2
5423,ZCCHC9
5424,TOP2A
5425,STARD3
5426,RARA
5427,KHDRBS3
5428,CHD1L
5429,PEX11B
5430,FMO5
5431,PIAS3
5432,PRKAB2
5433,PDHA1
5434,RAI2
5435,MCCC2
5436,ZNF304
5437,ZSCAN5A
5438,ZNF132
5439,USP29
5440,SELENOS
5441,CHSY1
5442,SNRPA1
5443,LLGL1
5444,NR0B2
5445,LIN28A
5446,THAP1
5447,RHPN2
5448,C19orf12
5449,FAAP24
5450,LRRC9
5451,ACTR10
5452,ABHD12B
5453,GCH1
5454,LGALS3
5455,PODNL1
5456,DNAJB1
5457,ZSWIM4
5458,FBXW9
5459,RFX1
5460,ZNF20
5461,C19orf57
5462,DCAF15
5463,CC2D1A
5464,RTBDN
5465,MATN3
5466,TRIM21
5467,SPATA6
5468,LRRC41
5469,CCT6B
5470,DHX30
5471,RAF1
5472,SLC6A11
5473,PPARG
5474,NUP210
5475,HSD17B7
5476,ENOSF1
5477,EMILIN2
5478,SLX1A
5479,ARFIP2
5480,TRIM5
5481,RRP8
5482,TIMM10B
5483,EFR3A
5484,PTCD3
5485,IMMT
5486,MRPL35
5487,ILKAP
5488,PER2
5489,RAMP1
5490,SCLY
5491,PTPRE
5492,RAN
5493,PRKAA1
5494,CARD6
5495,RAP1GAP2
5496,CLUH
5497,INPP5K
5498,MYBBP1A
5499,RPA1
5500,SERPINF1
5501,UBE2G1
5502,EEFSEC
5503,TBC1D14
5504,TMEM128
5505,COQ3
5506,PNISR
5507,POPDC3
5508,SEC61G
5509,LANCL2
5510,FIGNL1
5511,GRSF1
5512,ANKRD17
5513,UTP3
5514,ITGB4
5515,WBP2
5516,H3F3B
5517,UNK
5518,TRIM47
5519,ZRANB2
5520,EIF5A
5521,KDM6B
5522,SLC52A1
5523,GUCY2D
5524,GPS2
5525,XAF1
5526,DLG4
5527,RIDA
5528,VPS13B
5529,MATN2
5530,REEP2
5531,PCBD2
5532,SDF2
5533,FLOT2
5534,ERAL1
5535,PRMT7
5536,NIP7
5537,TERF2
5538,VPS4A
5539,MTSS1L
5540,HSPA12B
5541,ANKEF1
5542,PCED1A
5543,SNAP25
5544,BTBD3
5545,PCNA
5546,NXT1
5547,POLR3F
5548,RIN2
5549,PTPRA
5550,DAP3
5551,KHDC4
5552,NES
5553,BCAN
5554,ARHGEF11
5555,HAPLN2
5556,DCAF8
5557,SYT11
5558,IGHMBP2
5559,TESMIN
5560,MMACHC
5561,DPH2
5562,TOE1
5563,NASP
5564,MUTYH
5565,CTNNBL1
5566,LPIN3
5567,ZSWIM3
5568,RBM38
5569,VSTM2L
5570,OSER1
5571,SERINC3
5572,PPP1R3D
5573,AP3B1
5574,ZBED3
5575,PATJ
5576,FBXO44
5577,RSG1
5578,CASP9
5579,DCTN4
5580,PDE6A
5581,ATP8A2
5582,MTUS2
5583,ZMYM5
5584,USPL1
5585,XPO4
5586,POMP
5587,CDK8
5588,WASF3
5589,CHRM3
5590,MYH10
5591,PEMT
5592,SCO1
5593,MPRIP
5594,PIK3C2B
5595,DSTYK
5596,SLC41A1
5597,TMCC2
5598,DCLK1
5599,CCNA1
5600,COG6
5601,SPART
5602,EPSTI1
5603,TRPC4
5604,RFXAP
5605,TPT1
5606,GPALPP1
5607,RFC3
5608,STARD13
5609,IRS4
5610,MORC4
5611,BEX2
5612,RNF128
5613,TBC1D8B
5614,TCEAL4
5615,BEX1
5616,FAM104A
5617,SLC39A11
5618,EPHB2
5619,SRRM1
5620,BTBD2
5621,PRAM1
5622,KMT5C
5623,ZNF414
5624,HSPBP1
5625,CSNK1G2
5626,SLF1
5627,CNDP2
5628,MACROD1
5629,WDR74
5630,RTN3
5631,MYH11
5632,FOPNL
5633,MED10
5634,PDZD2
5635,MORC2
5636,LARGE1
5637,GSTT2B
5638,SLC2A11
5639,C1QTNF6
5640,SEC14L4
5641,ADCK2
5642,MKRN1
5643,AGAP3
5644,KRBA1
5645,ACTR3B
5646,NTS
5647,BTG1
5648,LRRIQ1
5649,C12orf29
5650,ATP13A3
5651,SFTPD
5652,DYDC2
5653,TMEM254
5654,TMTC1
5655,KRAS
5656,IPO8
5657,LARS
5658,IMPA1
5659,LRRCC1
5660,E2F5
5661,CCDC59
5662,SWAP70
5663,ARNTL
5664,AMPD3
5665,SBF2
5666,MICAL2
5667,RRAS2
5668,HSD17B4
5669,ZFC3H1
5670,TEX15
5671,SARAF
5672,RNF122
5673,DPF2
5674,MEN1
5675,ERG28
5676,GSC
5677,DGLUCY
5678,NUMB
5679,CATSPERB
5680,COX16
5681,TTC9
5682,MED6
5683,EIF2S1
5684,LOXL2
5685,ELP3
5686,CTIF
5687,MRO
5688,MBD2
5689,IER3IP1
5690,MRPS36
5691,CCNB1
5692,CDK7
5693,IRAK2
5694,CAMK1
5695,THUMPD3
5696,VHL
5697,BHLHE40
5698,ARL8B
5699,EDEM1
5700,MEIS2
5701,DPH6
5702,KATNBL1
5703,EMC7
5704,GSTM1
5705,PRPF38B
5706,TSPAN2
5707,GSTM3
5708,VAV3
5709,PSRC1
5710,SORT1
5711,WNT2B
5712,PTGFRN
5713,LAMTOR5
5714,NOTCH2
5715,TRIM45
5716,CEPT1
5717,CD101
5718,NGF
5719,AP4B1
5720,NAPG
5721,SPIRE1
5722,PPHLN1
5723,FKBP11
5724,ARF3
5725,TMEM106C
5726,SLC38A2
5727,YWHAQ
5728,KIDINS220
5729,GRHL1
5730,ROCK2
5731,MYCN
5732,LPIN1
5733,CMPK2
5734,IAH1
5735,LDHA
5736,IL6ST
5737,FST
5738,NAV1
5739,CDC73
5740,TIMM17A
5741,RPS15A
5742,RAX
5743,NARS
5744,GRP
5745,KIAA1468
5746,FBXO18
5747,RBM17
5748,ANKRD16
5749,ECHDC3
5750,IL15RA
5751,CCNH
5752,TMEM241
5753,KCTD1
5754,CABLES1
5755,EMP1
5756,SOX5
5757,RERG
5758,KLRD1
5759,KLRC1
5760,LRP4
5761,DDB2
5762,ACP2
5763,USP26
5764,RTL8C
5765,RAB33A
5766,SOX3
5767,RBMX2
5768,STK26
5769,PIWIL4
5770,PUM1
5771,SPOCD1
5772,YARS
5773,PHC2
5774,CDCA8
5775,GNL2
5776,AGO4
5777,HOOK1
5778,CYP2J2
5779,BTF3L4
5780,ZCCHC11
5781,PRPF38A
5782,DSC2
5783,RNF138
5784,ELP2
5785,DSC3
5786,DTNA
5787,FHOD3
5788,TPGS2
5789,DAGLA
5790,SLC43A3
5791,TIMM10
5792,DHX34
5793,FADS2
5794,TMEM258
5795,C5AR2
5796,TMEM165
5797,CLOCK
5798,PDGFRA
5799,GGACT
5800,COL4A2
5801,DZIP1
5802,UBAC2
5803,ARGLU1
5804,BIVM
5805,ERCC5
5806,TPP2
5807,KDELC1
5808,CARS2
5809,ARHGAP32
5810,STT3A
5811,ADAMTS8
5812,ACRV1
5813,ETS1
5814,SLC37A2
5815,KLB
5816,TMED7
5817,APC
5818,NREP
5819,WDR36
5820,OSTF1
5821,RFK
5822,UBQLN1
5823,NAA35
5824,C9orf40
5825,ANXA1
5826,CTSL
5827,TMEM2
5828,AGTPBP1
5829,GOLM1
5830,FAM189A2
5831,PSAT1
5832,ISCA1
5833,ADAM19
5834,CCNJL
5835,TAOK3
5836,USP30
5837,SDS
5838,MSI1
5839,FBXO21
5840,TBX3
5841,HRK
5842,RNFT2
5843,P2RX4
5844,BICDL1
5845,TRAFD1
5846,DMTF1
5847,TMEM243
5848,CCDC146
5849,TMEM60
5850,CD36
5851,PNPLA8
5852,HILPDA
5853,RINT1
5854,SRPK2
5855,KCP
5856,TES
5857,MDFIC
5858,MTO1
5859,ADGRB3
5860,ANKRD6
5861,KHDC1
5862,CEP162
5863,SYNCRIP
5864,SNX14
5865,NT5E
5866,MRAP2
5867,EPHA7
5868,AKIRIN2
5869,ORC3
5870,LCA5
5871,MAP3K7
5872,CGA
5873,PRR5L
5874,LMO2
5875,PHF21A
5876,NAT10
5877,EHF
5878,ELF5
5879,PRRG4
5880,CAPRIN1
5881,ATP5MC2
5882,DNAJC14
5883,CD63
5884,PRPH
5885,AVIL
5886,AMHR2
5887,GDF11
5888,GLS2
5889,ITGA7
5890,TESPA1
5891,FAM186B
5892,RDH5
5893,AGAP2
5894,BLOC1S1
5895,CDK4
5896,PPP1R1A
5897,TROAP
5898,TSPAN31
5899,B4GALNT1
5900,TFCP2
5901,COQ10A
5902,PAN2
5903,ESPL1
5904,ZC3H10
5905,HNRNPA1
5906,SLC26A10
5907,ACVR1B
5908,OS9
5909,KCNH3
5910,LTV1
5911,MAP7
5912,CD164
5913,AFG1L
5914,NHSL1
5915,AHI1
5916,HEY2
5917,PKIB
5918,SMPD2
5919,MICAL1
5920,REPS1
5921,STX11
5922,TEC
5923,PRADC1
5924,SEMA4F
5925,CCT7
5926,RAB11FIP5
5927,SMYD5
5928,CCDC142
5929,EMX1
5930,KCNMB4
5931,USP15
5932,GNS
5933,CPM
5934,MDM2
5935,KLHL36
5936,BCO1
5937,MPHOSPH6
5938,CHST5
5939,KIAA0513
5940,DYNC1LI2
5941,FBXL8
5942,FHOD1
5943,CCDC102A
5944,SLC9A5
5945,PCNX2
5946,KCNK1
5947,URB2
5948,EGLN1
5949,CAPN9
5950,COG2
5951,ABCB10
5952,NTPCR
5953,TAF5L
5954,GLUL
5955,STX6
5956,RNASEL
5957,DHX9
5958,KIAA1614
5959,CEP350
5960,NPL
5961,FAM129A
5962,PIGC
5963,LAMC1
5964,RC3H1
5965,SP110
5966,MRPL44
5967,PAX3
5968,TTLL4
5969,USP37
5970,ITM2C
5971,SLC19A3
5972,SERPINE2
5973,DNAJB2
5974,TMBIM1
5975,CYP27A1
5976,EIF4E2
5977,ARMC9
5978,CAB39
5979,COX5B
5980,REV1
5981,TSGA10
5982,MFSD9
5983,TMEM127
5984,TGFBRAP1
5985,GCC2
5986,MRPS9
5987,C2orf49
5988,ANKRD36
5989,EPC2
5990,ARHGEF4
5991,ISCU
5992,ALDH1L2
5993,STAB2
5994,USP44
5995,SCYL2
5996,CKAP4
5997,PLXNC1
5998,APPL2
5999,PWP1
6000,DRAM1
6001,WASHC4
6002,SLC41A2
6003,FLNB
6004,NEK3
6005,VPS36
6006,RNASEH2B
6007,CKAP2
6008,TBC1D4
6009,THSD1
6010,BORA
6011,LRCH1
6012,SUCLA2
6013,RCBTB1
6014,MED4
6015,PHF11
6016,COG3
6017,LMO7
6018,ITM2B
6019,SPRY2
6020,NUDT15
6021,EDNRB
6022,RCBTB2
6023,LCP1
6024,SETDB2
6025,SCRN1
6026,C7orf25
6027,TNS3
6028,SPDYE1
6029,CHST12
6030,IGF2BP3
6031,GPNMB
6032,RAPGEF5
6033,RAC1
6034,KDELR2
6035,NUPL2
6036,IL6
6037,ZDHHC4
6038,BZW2
6039,TBRG4
6040,DDX56
6041,HUS1
6042,NACAD
6043,DBNL
6044,CCM2
6045,TTYH3
6046,TTC5
6047,NKX2-8
6048,NKX2-1
6049,ZFHX2
6050,MTHFS
6051,ADAMTS7
6052,ABHD17C
6053,IREB2
6054,ALPK3
6055,TM6SF1
6056,CIB2
6057,CALCOCO2
6058,RSAD1
6059,NMT1
6060,MYCBPAP
6061,SRSF1
6062,VEZF1
6063,CHAD
6064,TACO1
6065,TEX2
6066,DCAF7
6067,GH2
6068,LIMD2
6069,BRIP1
6070,KAT7
6071,ACTL6A
6072,NDUFB5
6073,MRPL47
6074,TRA2B
6075,SCN2A
6076,MARCH7
6077,TANK
6078,GATA4
6079,SKIL
6080,EPRS
6081,HLX
6082,VPS45
6083,IL10
6084,KCTD3
6085,RPS6KC1
6086,CBWD2
6087,SMPD4
6088,WDR33
6089,CCDC115
6090,SAP130
6091,BIN1
6092,IMP4
6093,HS6ST1
6094,UGGT1
6095,STAM
6096,GAD2
6097,ABI1
6098,YME1L1
6099,DNAJC1
6100,NIPSNAP3A
6101,LRRC8A
6102,CDK9
6103,TXN
6104,ODF2
6105,ECPAS
6106,TOR1B
6107,C9orf78
6108,SMC2
6109,KLF4
6110,TOR1A
6111,RALGPS1
6112,FAM129B
6113,ST6GALNAC4
6114,TMOD1
6115,DAB2IP
6116,STXBP1
6117,SLC2A8
6118,CDK5RAP2
6119,ZFP37
6120,SLC31A2
6121,SLC31A1
6122,ZNF189
6123,STX17
6124,PRPF4
6125,FPGS
6126,USP20
6127,KIF12
6128,ATP6V1G1
6129,TEX10
6130,GARNL3
6131,MRPL50
6132,DPM2
6133,TSTD2
6134,GABBR2
6135,HEMGN
6136,PSMB7
6137,NR5A1
6138,TRMO
6139,RABEPK
6140,GOLGA1
6141,XPA
6142,NCBP1
6143,ANP32B
6144,PDCL
6145,RPL35
6146,CTSV
6147,LMX1B
6148,ARPC5L
6149,ENPP2
6150,DSCC1
6151,DERL1
6152,MYC
6153,NOV
6154,IL33
6155,DMAC1
6156,RANBP6
6157,POLR1E
6158,PLAA
6159,IL11RA
6160,UBAP2
6161,APTX
6162,RNF38
6163,TLN1
6164,DMRT1
6165,DNAJB5
6166,DCTN3
6167,CD72
6168,TMEM8B
6169,GRHPR
6170,ALDH1B1
6171,HINT2
6172,ARHGEF39
6173,IGFBPL1
6174,DENND4C
6175,RPS6
6176,CNPY3
6177,FOXP4
6178,PPIL1
6179,KLC4
6180,KIF13A
6181,ZSCAN9
6182,PIM1
6183,GMPR
6184,CMTR1
6185,TFAP2A
6186,YIPF3
6187,TMEM14B
6188,TMEM63B
6189,FRS3
6190,TJAP1
6191,KIAA0319
6192,SLC22A23
6193,TUBB2A
6194,LRRC1
6195,GCM1
6196,FOXF2
6197,BPHL
6198,RIPK1
6199,TUBB2B
6200,UQCC2
6201,HMGA1
6202,TCF19
6203,FLOT1
6204,IER3
6205,MDC1
6206,PGBD1
6207,ATAT1
6208,TPMT
6209,RNF144B
6210,NRM
6211,MTCH1
6212,VARS2
6213,TAF8
6214,FAM8A1
6215,C6orf52
6216,FGFBP1
6217,CPEB2
6218,FHDC1
6219,MGARP
6220,MYO7A
6221,FCHSD2
6222,ARRB1
6223,THAP12
6224,ANKRD42
6225,IL18BP
6226,NUMA1
6227,CCDC90B
6228,SYTL2
6229,RAB30
6230,CREBZF
6231,PRCP
6232,NARS2
6233,RNF121
6234,MRPL15
6235,GGH
6236,SLCO5A1
6237,SULF1
6238,TGS1
6239,SDCBP
6240,NEK1
6241,DDX60
6242,SORL1
6243,BUD13
6244,TRPC6
6245,C11orf70
6246,DCUN1D5
6247,YAP1
6248,SLC37A4
6249,RDX
6250,PPP2R1B
6251,FDX1
6252,C11orf1
6253,FXYD6
6254,ARHGAP20
6255,MMP13
6256,ALKBH8
6257,MAP2K5
6258,UNC13C
6259,SQOR
6260,CTDSPL2
6261,SLTM
6262,THBS1
6263,MAPKBP1
6264,NUSAP1
6265,NDUFAF1
6266,KIF23
6267,ITGA11
6268,KNL1
6269,HAUS2
6270,RTF1
6271,PARP6
6272,RPLP1
6273,PAQR5
6274,LRRC49
6275,TUBGCP4
6276,RMDN3
6277,ITPKA
6278,UACA
6279,SMAD6
6280,PLCB2
6281,TMEM62
6282,PAK6
6283,ADAM10
6284,DUOX1
6285,STRA6
6286,ZNF280D
6287,SEMA6D
6288,RSL24D1
6289,SPTBN5
6290,GCOM1
6291,GCHFR
6292,BCAR3
6293,TTLL7
6294,FNBP1L
6295,KYAT3
6296,GTF2B
6297,BRDT
6298,RABGGTB
6299,ARHGAP29
6300,SLC44A5
6301,DBT
6302,RTCA
6303,IFT172
6304,SELENOI
6305,CGREF1
6306,HADHB
6307,KHK
6308,ADCY3
6309,PPM1B
6310,PNPT1
6311,DYNC2LI1
6312,THUMPD2
6313,CYP1B1
6314,RAB1A
6315,ACTR2
6316,PREB
6317,SLC5A6
6318,PREPL
6319,EMILIN1
6320,FBXO11
6321,SIX3
6322,ATRAID
6323,CENPO
6324,LRPPRC
6325,TRIM54
6326,DTNB
6327,ACTR1A
6328,MFSD13A
6329,CYP2C8
6330,MYOF
6331,LOXL4
6332,STAMBPL1
6333,LBX1
6334,ATAD1
6335,KIF11
6336,CUZD1
6337,TACC2
6338,DUSP5
6339,CALHM2
6340,ARL3
6341,CEP55
6342,KIF20B
6343,ENTPD1
6344,EXOC6
6345,PLCE1
6346,RBP4
6347,DBR1
6348,DNAJC13
6349,ANXA7
6350,FAM149B1
6351,ASCC1
6352,ZNF365
6353,RPS24
6354,TET1
6355,DNA2
6356,MYPN
6357,AOX1
6358,ATIC
6359,SMARCAL1
6360,BARD1
6361,STAT4
6362,MSTN
6363,CARF
6364,ASNSD1
6365,METTL5
6366,SSB
6367,NAB1
6368,CDK15
6369,PPIG
6370,FASTKD1
6371,HECW2
6372,IDH1
6373,OLA1
6374,CIR1
6375,SSFA2
6376,FAM117B
6377,WDR12
6378,ABI2
6379,ITGAV
6380,SLC40A1
6381,SLC35A5
6382,DIRC2
6383,SENP7
6384,COX17
6385,PARP9
6386,MNS1
6387,USP8
6388,SECISBP2L
6389,TMOD3
6390,SPPL2A
6391,GLCE
6392,SHF
6393,APH1B
6394,INTS14
6395,PARP16
6396,PPCDC
6397,SEMA7A
6398,UBL7
6399,ARHGAP24
6400,FAM13A
6401,HERC3
6402,HERC6
6403,HERC5
6404,PCDH10
6405,NDST4
6406,ZGRF1
6407,AP1AR
6408,COPS4
6409,HNRNPD
6410,RASGEF1B
6411,SEC31A
6412,FGF5
6413,GPAT3
6414,FGF2
6415,BBS7
6416,KIAA1109
6417,BMPR1B
6418,RAP1GDS1
6419,LARP1B
6420,PDE5A
6421,PRDM5
6422,TRPC3
6423,NAAA
6424,NUP54
6425,BMP2K
6426,G3BP2
6427,SEPT11
6428,FRAS1
6429,SCARB2
6430,CCNG2
6431,CNOT6L
6432,USO1
6433,CDKL2
6434,SHROOM3
